index,fecha_hora,consumo_kWh,excedentes_kWh,reactiva_kVArh,capacitiva_kVArh,hora,tipo_dia,consumo_neto_kWh,vertido_neto_kWh,periodo
0,2024-10-01 00:00:00,8,0.0,1,,0,L-V,8.0,0.0,P6
1,2024-10-01 00:15:00,6,0.0,0,,0,L-V,6.0,0.0,P6
2,2024-10-01 00:30:00,7,0.0,1,,0,L-V,7.0,0.0,P6
3,2024-10-01 00:45:00,7,0.0,1,,0,L-V,7.0,0.0,P6
4,2024-10-01 01:00:00,7,0.0,1,,1,L-V,7.0,0.0,P6
5,2024-10-01 01:15:00,8,0.0,2,,1,L-V,8.0,0.0,P6
6,2024-10-01 01:30:00,7,0.0,1,,1,L-V,7.0,0.0,P6
7,2024-10-01 01:45:00,7,0.0,1,,1,L-V,7.0,0.0,P6
8,2024-10-01 02:00:00,7,0.0,1,,2,L-V,7.0,0.0,P6
9,2024-10-01 02:15:00,8,0.0,0,,2,L-V,8.0,0.0,P6
10,2024-10-01 02:30:00,9,0.0,1,,2,L-V,9.0,0.0,P6
11,2024-10-01 02:45:00,9,0.0,2,,2,L-V,9.0,0.0,P6
12,2024-10-01 03:00:00,7,0.0,2,,3,L-V,7.0,0.0,P6
13,2024-10-01 03:15:00,7,0.0,1,,3,L-V,7.0,0.0,P6
14,2024-10-01 03:30:00,7,0.0,1,,3,L-V,7.0,0.0,P6
15,2024-10-01 03:45:00,7,0.0,1,,3,L-V,7.0,0.0,P6
16,2024-10-01 04:00:00,7,0.0,2,,4,L-V,7.0,0.0,P6
17,2024-10-01 04:15:00,5,0.0,0,,4,L-V,5.0,0.0,P6
18,2024-10-01 04:30:00,7,0.0,1,,4,L-V,7.0,0.0,P6
19,2024-10-01 04:45:00,6,0.0,1,,4,L-V,6.0,0.0,P6
20,2024-10-01 05:00:00,7,0.0,1,,5,L-V,7.0,0.0,P6
21,2024-10-01 05:15:00,7,0.0,1,,5,L-V,7.0,0.0,P6
22,2024-10-01 05:30:00,8,0.0,1,,5,L-V,8.0,0.0,P6
23,2024-10-01 05:45:00,6,0.0,1,,5,L-V,6.0,0.0,P6
24,2024-10-01 06:00:00,6,0.0,1,,6,L-V,6.0,0.0,P6
25,2024-10-01 06:15:00,7,0.0,2,,6,L-V,7.0,0.0,P6
26,2024-10-01 06:30:00,7,0.0,0,,6,L-V,7.0,0.0,P6
27,2024-10-01 06:45:00,8,0.0,2,,6,L-V,8.0,0.0,P6
28,2024-10-01 07:00:00,7,0.0,1,,7,L-V,7.0,0.0,P6
29,2024-10-01 07:15:00,9,0.0,2,,7,L-V,9.0,0.0,P6
30,2024-10-01 07:30:00,8,0.0,2,,7,L-V,8.0,0.0,P6
31,2024-10-01 07:45:00,8,0.0,2,,7,L-V,8.0,0.0,P6
32,2024-10-01 08:00:00,9,0.0,2,,8,L-V,9.0,0.0,P5
33,2024-10-01 08:15:00,11,0.0,1,,8,L-V,11.0,0.0,P5
34,2024-10-01 08:30:00,11,0.0,2,,8,L-V,11.0,0.0,P5
35,2024-10-01 08:45:00,11,0.0,3,,8,L-V,11.0,0.0,P5
36,2024-10-01 09:00:00,7,0.0,2,,9,L-V,7.0,0.0,P4
37,2024-10-01 09:15:00,5,0.0,3,,9,L-V,5.0,0.0,P4
38,2024-10-01 09:30:00,6,0.0,2,,9,L-V,6.0,0.0,P4
39,2024-10-01 09:45:00,5,0.0,2,,9,L-V,5.0,0.0,P4
40,2024-10-01 10:00:00,8,0.0,3,,10,L-V,8.0,0.0,P4
41,2024-10-01 10:15:00,7,0.0,3,,10,L-V,7.0,0.0,P4
42,2024-10-01 10:30:00,5,0.0,4,,10,L-V,5.0,0.0,P4
43,2024-10-01 10:45:00,4,0.0,3,,10,L-V,4.0,0.0,P4
44,2024-10-01 11:00:00,5,1.0,1,,11,L-V,4.0,0.0,P4
45,2024-10-01 11:15:00,4,1.0,2,,11,L-V,3.0,0.0,P4
46,2024-10-01 11:30:00,5,0.0,3,,11,L-V,5.0,0.0,P4
47,2024-10-01 11:45:00,4,1.0,3,,11,L-V,3.0,0.0,P4
48,2024-10-01 12:00:00,5,0.0,2,,12,L-V,5.0,0.0,P4
49,2024-10-01 12:15:00,3,0.0,3,,12,L-V,3.0,0.0,P4
50,2024-10-01 12:30:00,4,1.0,3,,12,L-V,3.0,0.0,P4
51,2024-10-01 12:45:00,4,0.0,2,,12,L-V,4.0,0.0,P4
52,2024-10-01 13:00:00,5,2.0,1,,13,L-V,3.0,0.0,P4
53,2024-10-01 13:15:00,6,2.0,2,,13,L-V,4.0,0.0,P4
54,2024-10-01 13:30:00,7,1.0,1,,13,L-V,6.0,0.0,P4
55,2024-10-01 13:45:00,5,1.0,2,,13,L-V,4.0,0.0,P4
56,2024-10-01 14:00:00,6,1.0,2,,14,L-V,5.0,0.0,P5
57,2024-10-01 14:15:00,8,0.0,2,,14,L-V,8.0,0.0,P5
58,2024-10-01 14:30:00,8,0.0,1,,14,L-V,8.0,0.0,P5
59,2024-10-01 14:45:00,7,0.0,2,,14,L-V,7.0,0.0,P5
60,2024-10-01 15:00:00,6,1.0,2,,15,L-V,5.0,0.0,P5
61,2024-10-01 15:15:00,5,0.0,2,,15,L-V,5.0,0.0,P5
62,2024-10-01 15:30:00,6,0.0,3,,15,L-V,6.0,0.0,P5
63,2024-10-01 15:45:00,7,0.0,3,,15,L-V,7.0,0.0,P5
64,2024-10-01 16:00:00,7,0.0,3,,16,L-V,7.0,0.0,P5
65,2024-10-01 16:15:00,5,0.0,3,,16,L-V,5.0,0.0,P5
66,2024-10-01 16:30:00,2,0.0,2,,16,L-V,2.0,0.0,P5
67,2024-10-01 16:45:00,5,0.0,3,,16,L-V,5.0,0.0,P5
68,2024-10-01 17:00:00,3,0.0,2,,17,L-V,3.0,0.0,P5
69,2024-10-01 17:15:00,4,0.0,1,,17,L-V,4.0,0.0,P5
70,2024-10-01 17:30:00,5,0.0,2,,17,L-V,5.0,0.0,P5
71,2024-10-01 17:45:00,5,0.0,3,,17,L-V,5.0,0.0,P5
72,2024-10-01 18:00:00,6,0.0,2,,18,L-V,6.0,0.0,P4
73,2024-10-01 18:15:00,6,0.0,3,,18,L-V,6.0,0.0,P4
74,2024-10-01 18:30:00,6,0.0,2,,18,L-V,6.0,0.0,P4
75,2024-10-01 18:45:00,6,0.0,2,,18,L-V,6.0,0.0,P4
76,2024-10-01 19:00:00,5,0.0,2,,19,L-V,5.0,0.0,P4
77,2024-10-01 19:15:00,7,0.0,2,,19,L-V,7.0,0.0,P4
78,2024-10-01 19:30:00,9,0.0,2,,19,L-V,9.0,0.0,P4
79,2024-10-01 19:45:00,8,0.0,2,,19,L-V,8.0,0.0,P4
80,2024-10-01 20:00:00,10,0.0,3,,20,L-V,10.0,0.0,P4
81,2024-10-01 20:15:00,14,0.0,2,,20,L-V,14.0,0.0,P4
82,2024-10-01 20:30:00,13,0.0,2,,20,L-V,13.0,0.0,P4
83,2024-10-01 20:45:00,12,0.0,3,,20,L-V,12.0,0.0,P4
84,2024-10-01 21:00:00,13,0.0,3,,21,L-V,13.0,0.0,P4
85,2024-10-01 21:15:00,10,0.0,3,,21,L-V,10.0,0.0,P4
86,2024-10-01 21:30:00,9,0.0,1,,21,L-V,9.0,0.0,P4
87,2024-10-01 21:45:00,9,0.0,2,,21,L-V,9.0,0.0,P4
88,2024-10-01 22:00:00,8,0.0,2,,22,L-V,8.0,0.0,P5
89,2024-10-01 22:15:00,8,0.0,2,,22,L-V,8.0,0.0,P5
90,2024-10-01 22:30:00,8,0.0,2,,22,L-V,8.0,0.0,P5
91,2024-10-01 22:45:00,7,0.0,1,,22,L-V,7.0,0.0,P5
92,2024-10-01 23:00:00,6,0.0,2,,23,L-V,6.0,0.0,P5
93,2024-10-01 23:15:00,8,0.0,1,,23,L-V,8.0,0.0,P5
94,2024-10-01 23:30:00,6,0.0,2,,23,L-V,6.0,0.0,P5
95,2024-10-01 23:45:00,7,0.0,0,,23,L-V,7.0,0.0,P5
96,2024-10-02 00:00:00,7,0.0,1,,0,L-V,7.0,0.0,P6
97,2024-10-02 00:15:00,6,0.0,1,,0,L-V,6.0,0.0,P6
98,2024-10-02 00:30:00,7,0.0,1,,0,L-V,7.0,0.0,P6
99,2024-10-02 00:45:00,7,0.0,2,,0,L-V,7.0,0.0,P6
100,2024-10-02 01:00:00,7,0.0,1,,1,L-V,7.0,0.0,P6
101,2024-10-02 01:15:00,6,0.0,2,,1,L-V,6.0,0.0,P6
102,2024-10-02 01:30:00,7,0.0,1,,1,L-V,7.0,0.0,P6
103,2024-10-02 01:45:00,6,0.0,1,,1,L-V,6.0,0.0,P6
104,2024-10-02 02:00:00,7,0.0,1,,2,L-V,7.0,0.0,P6
105,2024-10-02 02:15:00,7,0.0,0,,2,L-V,7.0,0.0,P6
106,2024-10-02 02:30:00,9,0.0,0,,2,L-V,9.0,0.0,P6
107,2024-10-02 02:45:00,7,0.0,2,,2,L-V,7.0,0.0,P6
108,2024-10-02 03:00:00,8,0.0,2,,3,L-V,8.0,0.0,P6
109,2024-10-02 03:15:00,6,0.0,1,,3,L-V,6.0,0.0,P6
110,2024-10-02 03:30:00,7,0.0,1,,3,L-V,7.0,0.0,P6
111,2024-10-02 03:45:00,7,0.0,2,,3,L-V,7.0,0.0,P6
112,2024-10-02 04:00:00,6,0.0,1,,4,L-V,6.0,0.0,P6
113,2024-10-02 04:15:00,6,0.0,1,,4,L-V,6.0,0.0,P6
114,2024-10-02 04:30:00,6,0.0,1,,4,L-V,6.0,0.0,P6
115,2024-10-02 04:45:00,7,0.0,1,,4,L-V,7.0,0.0,P6
116,2024-10-02 05:00:00,7,0.0,2,,5,L-V,7.0,0.0,P6
117,2024-10-02 05:15:00,6,0.0,1,,5,L-V,6.0,0.0,P6
118,2024-10-02 05:30:00,9,0.0,2,,5,L-V,9.0,0.0,P6
119,2024-10-02 05:45:00,9,0.0,2,,5,L-V,9.0,0.0,P6
120,2024-10-02 06:00:00,8,0.0,2,,6,L-V,8.0,0.0,P6
121,2024-10-02 06:15:00,8,0.0,1,,6,L-V,8.0,0.0,P6
122,2024-10-02 06:30:00,8,0.0,1,,6,L-V,8.0,0.0,P6
123,2024-10-02 06:45:00,9,0.0,1,,6,L-V,9.0,0.0,P6
124,2024-10-02 07:00:00,9,0.0,2,,7,L-V,9.0,0.0,P6
125,2024-10-02 07:15:00,9,0.0,1,,7,L-V,9.0,0.0,P6
126,2024-10-02 07:30:00,9,0.0,2,,7,L-V,9.0,0.0,P6
127,2024-10-02 07:45:00,9,0.0,3,,7,L-V,9.0,0.0,P6
128,2024-10-02 08:00:00,9,0.0,2,,8,L-V,9.0,0.0,P5
129,2024-10-02 08:15:00,11,0.0,1,,8,L-V,11.0,0.0,P5
130,2024-10-02 08:30:00,13,0.0,2,,8,L-V,13.0,0.0,P5
131,2024-10-02 08:45:00,11,0.0,3,,8,L-V,11.0,0.0,P5
132,2024-10-02 09:00:00,13,0.0,2,,9,L-V,13.0,0.0,P4
133,2024-10-02 09:15:00,13,0.0,2,,9,L-V,13.0,0.0,P4
134,2024-10-02 09:30:00,12,0.0,2,,9,L-V,12.0,0.0,P4
135,2024-10-02 09:45:00,12,0.0,1,,9,L-V,12.0,0.0,P4
136,2024-10-02 10:00:00,8,0.0,2,,10,L-V,8.0,0.0,P4
137,2024-10-02 10:15:00,7,0.0,1,,10,L-V,7.0,0.0,P4
138,2024-10-02 10:30:00,9,0.0,1,,10,L-V,9.0,0.0,P4
139,2024-10-02 10:45:00,9,0.0,2,,10,L-V,9.0,0.0,P4
140,2024-10-02 11:00:00,9,0.0,2,,11,L-V,9.0,0.0,P4
141,2024-10-02 11:15:00,7,0.0,1,,11,L-V,7.0,0.0,P4
142,2024-10-02 11:30:00,7,0.0,1,,11,L-V,7.0,0.0,P4
143,2024-10-02 11:45:00,8,0.0,2,,11,L-V,8.0,0.0,P4
144,2024-10-02 12:00:00,4,0.0,2,,12,L-V,4.0,0.0,P4
145,2024-10-02 12:15:00,4,0.0,1,,12,L-V,4.0,0.0,P4
146,2024-10-02 12:30:00,2,0.0,3,,12,L-V,2.0,0.0,P4
147,2024-10-02 12:45:00,4,0.0,1,,12,L-V,4.0,0.0,P4
148,2024-10-02 13:00:00,2,0.0,1,,13,L-V,2.0,0.0,P4
149,2024-10-02 13:15:00,4,0.0,2,,13,L-V,4.0,0.0,P4
150,2024-10-02 13:30:00,6,0.0,2,,13,L-V,6.0,0.0,P4
151,2024-10-02 13:45:00,5,0.0,2,,13,L-V,5.0,0.0,P4
152,2024-10-02 14:00:00,5,0.0,3,,14,L-V,5.0,0.0,P5
153,2024-10-02 14:15:00,7,0.0,2,,14,L-V,7.0,0.0,P5
154,2024-10-02 14:30:00,7,0.0,2,,14,L-V,7.0,0.0,P5
155,2024-10-02 14:45:00,5,1.0,3,,14,L-V,4.0,0.0,P5
156,2024-10-02 15:00:00,5,0.0,3,,15,L-V,5.0,0.0,P5
157,2024-10-02 15:15:00,4,0.0,3,,15,L-V,4.0,0.0,P5
158,2024-10-02 15:30:00,6,0.0,2,,15,L-V,6.0,0.0,P5
159,2024-10-02 15:45:00,11,0.0,3,,15,L-V,11.0,0.0,P5
160,2024-10-02 16:00:00,9,0.0,2,,16,L-V,9.0,0.0,P5
161,2024-10-02 16:15:00,8,0.0,2,,16,L-V,8.0,0.0,P5
162,2024-10-02 16:30:00,5,0.0,2,,16,L-V,5.0,0.0,P5
163,2024-10-02 16:45:00,6,0.0,3,,16,L-V,6.0,0.0,P5
164,2024-10-02 17:00:00,5,0.0,2,,17,L-V,5.0,0.0,P5
165,2024-10-02 17:15:00,5,0.0,2,,17,L-V,5.0,0.0,P5
166,2024-10-02 17:30:00,6,0.0,3,,17,L-V,6.0,0.0,P5
167,2024-10-02 17:45:00,6,0.0,2,,17,L-V,6.0,0.0,P5
168,2024-10-02 18:00:00,7,0.0,2,,18,L-V,7.0,0.0,P4
169,2024-10-02 18:15:00,7,0.0,1,,18,L-V,7.0,0.0,P4
170,2024-10-02 18:30:00,7,0.0,2,,18,L-V,7.0,0.0,P4
171,2024-10-02 18:45:00,8,0.0,1,,18,L-V,8.0,0.0,P4
172,2024-10-02 19:00:00,9,0.0,2,,19,L-V,9.0,0.0,P4
173,2024-10-02 19:15:00,8,0.0,2,,19,L-V,8.0,0.0,P4
174,2024-10-02 19:30:00,8,0.0,2,,19,L-V,8.0,0.0,P4
175,2024-10-02 19:45:00,9,0.0,2,,19,L-V,9.0,0.0,P4
176,2024-10-02 20:00:00,10,0.0,3,,20,L-V,10.0,0.0,P4
177,2024-10-02 20:15:00,10,0.0,1,,20,L-V,10.0,0.0,P4
178,2024-10-02 20:30:00,14,0.0,2,,20,L-V,14.0,0.0,P4
179,2024-10-02 20:45:00,12,0.0,3,,20,L-V,12.0,0.0,P4
180,2024-10-02 21:00:00,10,0.0,3,,21,L-V,10.0,0.0,P4
181,2024-10-02 21:15:00,11,0.0,3,,21,L-V,11.0,0.0,P4
182,2024-10-02 21:30:00,9,0.0,1,,21,L-V,9.0,0.0,P4
183,2024-10-02 21:45:00,9,0.0,2,,21,L-V,9.0,0.0,P4
184,2024-10-02 22:00:00,9,0.0,2,,22,L-V,9.0,0.0,P5
185,2024-10-02 22:15:00,8,0.0,1,,22,L-V,8.0,0.0,P5
186,2024-10-02 22:30:00,7,0.0,1,,22,L-V,7.0,0.0,P5
187,2024-10-02 22:45:00,7,0.0,2,,22,L-V,7.0,0.0,P5
188,2024-10-02 23:00:00,6,0.0,1,,23,L-V,6.0,0.0,P5
189,2024-10-02 23:15:00,7,0.0,1,,23,L-V,7.0,0.0,P5
190,2024-10-02 23:30:00,6,0.0,1,,23,L-V,6.0,0.0,P5
191,2024-10-02 23:45:00,6,0.0,1,,23,L-V,6.0,0.0,P5
192,2024-10-03 00:00:00,7,0.0,2,,0,L-V,7.0,0.0,P6
193,2024-10-03 00:15:00,5,0.0,1,,0,L-V,5.0,0.0,P6
194,2024-10-03 00:30:00,7,0.0,1,,0,L-V,7.0,0.0,P6
195,2024-10-03 00:45:00,6,0.0,1,,0,L-V,6.0,0.0,P6
196,2024-10-03 01:00:00,5,0.0,1,,1,L-V,5.0,0.0,P6
197,2024-10-03 01:15:00,6,0.0,0,,1,L-V,6.0,0.0,P6
198,2024-10-03 01:30:00,6,0.0,1,,1,L-V,6.0,0.0,P6
199,2024-10-03 01:45:00,6,0.0,2,,1,L-V,6.0,0.0,P6
200,2024-10-03 02:00:00,6,0.0,1,,2,L-V,6.0,0.0,P6
201,2024-10-03 02:15:00,7,0.0,0,,2,L-V,7.0,0.0,P6
202,2024-10-03 02:30:00,8,0.0,0,,2,L-V,8.0,0.0,P6
203,2024-10-03 02:45:00,8,0.0,2,,2,L-V,8.0,0.0,P6
204,2024-10-03 03:00:00,6,0.0,1,,3,L-V,6.0,0.0,P6
205,2024-10-03 03:15:00,7,0.0,1,,3,L-V,7.0,0.0,P6
206,2024-10-03 03:30:00,6,0.0,2,,3,L-V,6.0,0.0,P6
207,2024-10-03 03:45:00,6,0.0,2,,3,L-V,6.0,0.0,P6
208,2024-10-03 04:00:00,6,0.0,1,,4,L-V,6.0,0.0,P6
209,2024-10-03 04:15:00,7,0.0,2,,4,L-V,7.0,0.0,P6
210,2024-10-03 04:30:00,5,0.0,1,,4,L-V,5.0,0.0,P6
211,2024-10-03 04:45:00,7,0.0,1,,4,L-V,7.0,0.0,P6
212,2024-10-03 05:00:00,5,0.0,1,,5,L-V,5.0,0.0,P6
213,2024-10-03 05:15:00,6,0.0,1,,5,L-V,6.0,0.0,P6
214,2024-10-03 05:30:00,8,0.0,2,,5,L-V,8.0,0.0,P6
215,2024-10-03 05:45:00,8,0.0,2,,5,L-V,8.0,0.0,P6
216,2024-10-03 06:00:00,8,0.0,2,,6,L-V,8.0,0.0,P6
217,2024-10-03 06:15:00,8,0.0,1,,6,L-V,8.0,0.0,P6
218,2024-10-03 06:30:00,8,0.0,2,,6,L-V,8.0,0.0,P6
219,2024-10-03 06:45:00,8,0.0,1,,6,L-V,8.0,0.0,P6
220,2024-10-03 07:00:00,8,0.0,1,,7,L-V,8.0,0.0,P6
221,2024-10-03 07:15:00,9,0.0,1,,7,L-V,9.0,0.0,P6
222,2024-10-03 07:30:00,9,0.0,1,,7,L-V,9.0,0.0,P6
223,2024-10-03 07:45:00,8,0.0,3,,7,L-V,8.0,0.0,P6
224,2024-10-03 08:00:00,14,0.0,2,,8,L-V,14.0,0.0,P5
225,2024-10-03 08:15:00,13,0.0,2,,8,L-V,13.0,0.0,P5
226,2024-10-03 08:30:00,14,0.0,2,,8,L-V,14.0,0.0,P5
227,2024-10-03 08:45:00,12,0.0,2,,8,L-V,12.0,0.0,P5
228,2024-10-03 09:00:00,9,0.0,3,,9,L-V,9.0,0.0,P4
229,2024-10-03 09:15:00,8,0.0,2,,9,L-V,8.0,0.0,P4
230,2024-10-03 09:30:00,5,0.0,1,,9,L-V,5.0,0.0,P4
231,2024-10-03 09:45:00,3,0.0,1,,9,L-V,3.0,0.0,P4
232,2024-10-03 10:00:00,3,0.0,2,,10,L-V,3.0,0.0,P4
233,2024-10-03 10:15:00,5,0.0,2,,10,L-V,5.0,0.0,P4
234,2024-10-03 10:30:00,6,0.0,2,,10,L-V,6.0,0.0,P4
235,2024-10-03 10:45:00,6,1.0,1,,10,L-V,5.0,0.0,P4
236,2024-10-03 11:00:00,6,1.0,2,,11,L-V,5.0,0.0,P4
237,2024-10-03 11:15:00,5,1.0,1,,11,L-V,4.0,0.0,P4
238,2024-10-03 11:30:00,5,2.0,1,,11,L-V,3.0,0.0,P4
239,2024-10-03 11:45:00,7,1.0,1,,11,L-V,6.0,0.0,P4
240,2024-10-03 12:00:00,4,2.0,2,,12,L-V,2.0,0.0,P4
241,2024-10-03 12:15:00,4,3.0,2,,12,L-V,1.0,0.0,P4
242,2024-10-03 12:30:00,5,2.0,1,,12,L-V,3.0,0.0,P4
243,2024-10-03 12:45:00,6,1.0,2,,12,L-V,5.0,0.0,P4
244,2024-10-03 13:00:00,7,2.0,1,,13,L-V,5.0,0.0,P4
245,2024-10-03 13:15:00,5,2.0,2,,13,L-V,3.0,0.0,P4
246,2024-10-03 13:30:00,8,1.0,2,,13,L-V,7.0,0.0,P4
247,2024-10-03 13:45:00,7,1.0,2,,13,L-V,6.0,0.0,P4
248,2024-10-03 14:00:00,7,1.0,2,,14,L-V,6.0,0.0,P5
249,2024-10-03 14:15:00,7,1.0,1,,14,L-V,6.0,0.0,P5
250,2024-10-03 14:30:00,8,0.0,2,,14,L-V,8.0,0.0,P5
251,2024-10-03 14:45:00,7,1.0,3,,14,L-V,6.0,0.0,P5
252,2024-10-03 15:00:00,6,0.0,2,,15,L-V,6.0,0.0,P5
253,2024-10-03 15:15:00,6,1.0,2,,15,L-V,5.0,0.0,P5
254,2024-10-03 15:30:00,5,0.0,2,,15,L-V,5.0,0.0,P5
255,2024-10-03 15:45:00,5,0.0,3,,15,L-V,5.0,0.0,P5
256,2024-10-03 16:00:00,7,0.0,2,,16,L-V,7.0,0.0,P5
257,2024-10-03 16:15:00,5,0.0,2,,16,L-V,5.0,0.0,P5
258,2024-10-03 16:30:00,3,0.0,1,,16,L-V,3.0,0.0,P5
259,2024-10-03 16:45:00,3,0.0,1,,16,L-V,3.0,0.0,P5
260,2024-10-03 17:00:00,2,0.0,2,,17,L-V,2.0,0.0,P5
261,2024-10-03 17:15:00,3,0.0,1,,17,L-V,3.0,0.0,P5
262,2024-10-03 17:30:00,5,0.0,1,,17,L-V,5.0,0.0,P5
263,2024-10-03 17:45:00,5,0.0,2,,17,L-V,5.0,0.0,P5
264,2024-10-03 18:00:00,5,0.0,2,,18,L-V,5.0,0.0,P4
265,2024-10-03 18:15:00,6,0.0,3,,18,L-V,6.0,0.0,P4
266,2024-10-03 18:30:00,7,0.0,2,,18,L-V,7.0,0.0,P4
267,2024-10-03 18:45:00,6,0.0,2,,18,L-V,6.0,0.0,P4
268,2024-10-03 19:00:00,6,0.0,2,,19,L-V,6.0,0.0,P4
269,2024-10-03 19:15:00,8,0.0,3,,19,L-V,8.0,0.0,P4
270,2024-10-03 19:30:00,6,0.0,1,,19,L-V,6.0,0.0,P4
271,2024-10-03 19:45:00,8,0.0,3,,19,L-V,8.0,0.0,P4
272,2024-10-03 20:00:00,9,0.0,1,,20,L-V,9.0,0.0,P4
273,2024-10-03 20:15:00,10,0.0,2,,20,L-V,10.0,0.0,P4
274,2024-10-03 20:30:00,11,0.0,1,,20,L-V,11.0,0.0,P4
275,2024-10-03 20:45:00,10,0.0,3,,20,L-V,10.0,0.0,P4
276,2024-10-03 21:00:00,10,0.0,2,,21,L-V,10.0,0.0,P4
277,2024-10-03 21:15:00,10,0.0,3,,21,L-V,10.0,0.0,P4
278,2024-10-03 21:30:00,9,0.0,1,,21,L-V,9.0,0.0,P4
279,2024-10-03 21:45:00,8,0.0,3,,21,L-V,8.0,0.0,P4
280,2024-10-03 22:00:00,6,0.0,1,,22,L-V,6.0,0.0,P5
281,2024-10-03 22:15:00,7,0.0,1,,22,L-V,7.0,0.0,P5
282,2024-10-03 22:30:00,5,0.0,1,,22,L-V,5.0,0.0,P5
283,2024-10-03 22:45:00,7,0.0,1,,22,L-V,7.0,0.0,P5
284,2024-10-03 23:00:00,6,0.0,2,,23,L-V,6.0,0.0,P5
285,2024-10-03 23:15:00,7,0.0,1,,23,L-V,7.0,0.0,P5
286,2024-10-03 23:30:00,5,0.0,1,,23,L-V,5.0,0.0,P5
287,2024-10-03 23:45:00,6,0.0,1,,23,L-V,6.0,0.0,P5
288,2024-10-04 00:00:00,6,0.0,1,,0,L-V,6.0,0.0,P6
289,2024-10-04 00:15:00,6,0.0,1,,0,L-V,6.0,0.0,P6
290,2024-10-04 00:30:00,5,0.0,1,,0,L-V,5.0,0.0,P6
291,2024-10-04 00:45:00,4,0.0,0,,0,L-V,4.0,0.0,P6
292,2024-10-04 01:00:00,5,0.0,1,,1,L-V,5.0,0.0,P6
293,2024-10-04 01:15:00,5,0.0,1,,1,L-V,5.0,0.0,P6
294,2024-10-04 01:30:00,6,0.0,1,,1,L-V,6.0,0.0,P6
295,2024-10-04 01:45:00,5,0.0,1,,1,L-V,5.0,0.0,P6
296,2024-10-04 02:00:00,5,0.0,1,,2,L-V,5.0,0.0,P6
297,2024-10-04 02:15:00,6,0.0,0,,2,L-V,6.0,0.0,P6
298,2024-10-04 02:30:00,7,0.0,1,,2,L-V,7.0,0.0,P6
299,2024-10-04 02:45:00,6,0.0,0,,2,L-V,6.0,0.0,P6
300,2024-10-04 03:00:00,5,0.0,1,,3,L-V,5.0,0.0,P6
301,2024-10-04 03:15:00,5,0.0,1,,3,L-V,5.0,0.0,P6
302,2024-10-04 03:30:00,6,0.0,1,,3,L-V,6.0,0.0,P6
303,2024-10-04 03:45:00,5,0.0,1,,3,L-V,5.0,0.0,P6
304,2024-10-04 04:00:00,4,0.0,1,,4,L-V,4.0,0.0,P6
305,2024-10-04 04:15:00,5,0.0,1,,4,L-V,5.0,0.0,P6
306,2024-10-04 04:30:00,5,0.0,1,,4,L-V,5.0,0.0,P6
307,2024-10-04 04:45:00,5,0.0,1,,4,L-V,5.0,0.0,P6
308,2024-10-04 05:00:00,4,0.0,1,,5,L-V,4.0,0.0,P6
309,2024-10-04 05:15:00,5,0.0,0,,5,L-V,5.0,0.0,P6
310,2024-10-04 05:30:00,5,0.0,1,,5,L-V,5.0,0.0,P6
311,2024-10-04 05:45:00,6,0.0,1,,5,L-V,6.0,0.0,P6
312,2024-10-04 06:00:00,5,0.0,2,,6,L-V,5.0,0.0,P6
313,2024-10-04 06:15:00,5,0.0,1,,6,L-V,5.0,0.0,P6
314,2024-10-04 06:30:00,5,0.0,1,,6,L-V,5.0,0.0,P6
315,2024-10-04 06:45:00,6,0.0,1,,6,L-V,6.0,0.0,P6
316,2024-10-04 07:00:00,6,0.0,2,,7,L-V,6.0,0.0,P6
317,2024-10-04 07:15:00,7,0.0,1,,7,L-V,7.0,0.0,P6
318,2024-10-04 07:30:00,8,0.0,2,,7,L-V,8.0,0.0,P6
319,2024-10-04 07:45:00,7,0.0,2,,7,L-V,7.0,0.0,P6
320,2024-10-04 08:00:00,7,0.0,2,,8,L-V,7.0,0.0,P5
321,2024-10-04 08:15:00,9,0.0,2,,8,L-V,9.0,0.0,P5
322,2024-10-04 08:30:00,10,0.0,2,,8,L-V,10.0,0.0,P5
323,2024-10-04 08:45:00,10,0.0,2,,8,L-V,10.0,0.0,P5
324,2024-10-04 09:00:00,6,0.0,3,,9,L-V,6.0,0.0,P4
325,2024-10-04 09:15:00,3,0.0,1,,9,L-V,3.0,0.0,P4
326,2024-10-04 09:30:00,2,0.0,1,,9,L-V,2.0,0.0,P4
327,2024-10-04 09:45:00,2,1.0,1,,9,L-V,1.0,0.0,P4
328,2024-10-04 10:00:00,4,0.0,1,,10,L-V,4.0,0.0,P4
329,2024-10-04 10:15:00,2,0.0,2,,10,L-V,2.0,0.0,P4
330,2024-10-04 10:30:00,5,0.0,1,,10,L-V,5.0,0.0,P4
331,2024-10-04 10:45:00,5,0.0,1,,10,L-V,5.0,0.0,P4
332,2024-10-04 11:00:00,6,1.0,0,,11,L-V,5.0,0.0,P4
333,2024-10-04 11:15:00,5,2.0,1,,11,L-V,3.0,0.0,P4
334,2024-10-04 11:30:00,5,2.0,2,,11,L-V,3.0,0.0,P4
335,2024-10-04 11:45:00,7,1.0,1,,11,L-V,6.0,0.0,P4
336,2024-10-04 12:00:00,5,1.0,3,,12,L-V,4.0,0.0,P4
337,2024-10-04 12:15:00,4,3.0,1,,12,L-V,1.0,0.0,P4
338,2024-10-04 12:30:00,6,2.0,1,,12,L-V,4.0,0.0,P4
