index;fecha_hora;consumo_kWh;excedentes_kWh;reactiva_kVArh;capacitiva_kVArh;hora;fecha;tipo_dia;consumo_neto_kWh;vertido_neto_kWh;periodo
2172;2025-04-01 13:00:00;0.467;;;;13;2025-04-01;L-V;0.467;0.0;P1
2173;2025-04-01 14:00:00;0.609;;;;14;2025-04-01;L-V;0.609;0.0;P2
2174;2025-04-01 15:00:00;0.334;;;;15;2025-04-01;L-V;0.334;0.0;P2
2175;2025-04-01 16:00:00;0.315;;;;16;2025-04-01;L-V;0.315;0.0;P2
2176;2025-04-01 17:00:00;0.343;;;;17;2025-04-01;L-V;0.343;0.0;P2
2177;2025-04-01 18:00:00;0.45;;;;18;2025-04-01;L-V;0.45;0.0;P1
2178;2025-04-01 19:00:00;0.42;;;;19;2025-04-01;L-V;0.42;0.0;P1
2179;2025-04-01 20:00:00;0.5;;;;20;2025-04-01;L-V;0.5;0.0;P1
2180;2025-04-01 21:00:00;0.9;;;;21;2025-04-01;L-V;0.9;0.0;P1
2181;2025-04-01 22:00:00;1.483;;;;22;2025-04-01;L-V;1.483;0.0;P2
2182;2025-04-01 23:00:00;0.996;;;;23;2025-04-01;L-V;0.996;0.0;P2
2183;2025-04-02 00:00:00;0.345;;;;0;2025-04-02;L-V;0.345;0.0;P3
2184;2025-04-02 01:00:00;0.25;;;;1;2025-04-02;L-V;0.25;0.0;P3
2185;2025-04-02 02:00:00;0.237;;;;2;2025-04-02;L-V;0.237;0.0;P3
2186;2025-04-02 03:00:00;0.183;;;;3;2025-04-02;L-V;0.183;0.0;P3
2187;2025-04-02 04:00:00;0.145;;;;4;2025-04-02;L-V;0.145;0.0;P3
2188;2025-04-02 05:00:00;0.144;;;;5;2025-04-02;L-V;0.144;0.0;P3
2189;2025-04-02 06:00:00;0.244;;;;6;2025-04-02;L-V;0.244;0.0;P3
2190;2025-04-02 07:00:00;0.253;;;;7;2025-04-02;L-V;0.253;0.0;P3
2191;2025-04-02 08:00:00;0.278;;;;8;2025-04-02;L-V;0.278;0.0;P2
2192;2025-04-02 09:00:00;0.287;;;;9;2025-04-02;L-V;0.287;0.0;P2
2193;2025-04-02 10:00:00;0.341;;;;10;2025-04-02;L-V;0.341;0.0;P1
2194;2025-04-02 11:00:00;0.312;;;;11;2025-04-02;L-V;0.312;0.0;P1
2195;2025-04-02 12:00:00;0.894;;;;12;2025-04-02;L-V;0.894;0.0;P1
2196;2025-04-02 13:00:00;0.345;;;;13;2025-04-02;L-V;0.345;0.0;P1
2197;2025-04-02 14:00:00;0.388;;;;14;2025-04-02;L-V;0.388;0.0;P2
2198;2025-04-02 15:00:00;0.247;;;;15;2025-04-02;L-V;0.247;0.0;P2
2199;2025-04-02 16:00:00;0.269;;;;16;2025-04-02;L-V;0.269;0.0;P2
2200;2025-04-02 17:00:00;0.306;;;;17;2025-04-02;L-V;0.306;0.0;P2
2201;2025-04-02 18:00:00;0.279;;;;18;2025-04-02;L-V;0.279;0.0;P1
2202;2025-04-02 19:00:00;0.182;;;;19;2025-04-02;L-V;0.182;0.0;P1
2203;2025-04-02 20:00:00;0.354;;;;20;2025-04-02;L-V;0.354;0.0;P1
2204;2025-04-02 21:00:00;1.333;;;;21;2025-04-02;L-V;1.333;0.0;P1
2205;2025-04-02 22:00:00;0.929;;;;22;2025-04-02;L-V;0.929;0.0;P2
2206;2025-04-02 23:00:00;0.471;;;;23;2025-04-02;L-V;0.471;0.0;P2
2207;2025-04-03 00:00:00;0.476;;;;0;2025-04-03;L-V;0.476;0.0;P3
2208;2025-04-03 01:00:00;0.454;;;;1;2025-04-03;L-V;0.454;0.0;P3
2209;2025-04-03 02:00:00;0.362;;;;2;2025-04-03;L-V;0.362;0.0;P3
2210;2025-04-03 03:00:00;0.208;;;;3;2025-04-03;L-V;0.208;0.0;P3
2211;2025-04-03 04:00:00;0.171;;;;4;2025-04-03;L-V;0.171;0.0;P3
2212;2025-04-03 05:00:00;0.16;;;;5;2025-04-03;L-V;0.16;0.0;P3
2213;2025-04-03 06:00:00;0.264;;;;6;2025-04-03;L-V;0.264;0.0;P3
2214;2025-04-03 07:00:00;0.163;;;;7;2025-04-03;L-V;0.163;0.0;P3
2215;2025-04-03 08:00:00;0.181;;;;8;2025-04-03;L-V;0.181;0.0;P2
2216;2025-04-03 09:00:00;0.196;;;;9;2025-04-03;L-V;0.196;0.0;P2
2217;2025-04-03 10:00:00;0.225;;;;10;2025-04-03;L-V;0.225;0.0;P1
2218;2025-04-03 11:00:00;0.328;;;;11;2025-04-03;L-V;0.328;0.0;P1
2219;2025-04-03 12:00:00;0.865;;;;12;2025-04-03;L-V;0.865;0.0;P1
2220;2025-04-03 13:00:00;1.281;;;;13;2025-04-03;L-V;1.281;0.0;P1
2221;2025-04-03 14:00:00;0.447;;;;14;2025-04-03;L-V;0.447;0.0;P2
2222;2025-04-03 15:00:00;0.389;;;;15;2025-04-03;L-V;0.389;0.0;P2
2223;2025-04-03 16:00:00;0.36;;;;16;2025-04-03;L-V;0.36;0.0;P2
2224;2025-04-03 17:00:00;0.303;;;;17;2025-04-03;L-V;0.303;0.0;P2
2225;2025-04-03 18:00:00;0.346;;;;18;2025-04-03;L-V;0.346;0.0;P1
2226;2025-04-03 19:00:00;0.458;;;;19;2025-04-03;L-V;0.458;0.0;P1
2227;2025-04-03 20:00:00;0.504;;;;20;2025-04-03;L-V;0.504;0.0;P1
2228;2025-04-03 21:00:00;1.62;;;;21;2025-04-03;L-V;1.62;0.0;P1
2229;2025-04-03 22:00:00;0.966;;;;22;2025-04-03;L-V;0.966;0.0;P2
2230;2025-04-03 23:00:00;0.578;;;;23;2025-04-03;L-V;0.578;0.0;P2
2231;2025-04-04 00:00:00;0.439;;;;0;2025-04-04;L-V;0.439;0.0;P3
2232;2025-04-04 01:00:00;0.245;;;;1;2025-04-04;L-V;0.245;0.0;P3
2233;2025-04-04 02:00:00;0.253;;;;2;2025-04-04;L-V;0.253;0.0;P3
2234;2025-04-04 03:00:00;0.305;;;;3;2025-04-04;L-V;0.305;0.0;P3
2235;2025-04-04 04:00:00;0.295;;;;4;2025-04-04;L-V;0.295;0.0;P3
2236;2025-04-04 05:00:00;0.19;;;;5;2025-04-04;L-V;0.19;0.0;P3
2237;2025-04-04 06:00:00;0.168;;;;6;2025-04-04;L-V;0.168;0.0;P3
2238;2025-04-04 07:00:00;0.266;;;;7;2025-04-04;L-V;0.266;0.0;P3
2239;2025-04-04 08:00:00;0.137;;;;8;2025-04-04;L-V;0.137;0.0;P2
2240;2025-04-04 09:00:00;0.179;;;;9;2025-04-04;L-V;0.179;0.0;P2
2241;2025-04-04 10:00:00;0.299;;;;10;2025-04-04;L-V;0.299;0.0;P1
2242;2025-04-04 11:00:00;0.146;;;;11;2025-04-04;L-V;0.146;0.0;P1
2243;2025-04-04 12:00:00;0.543;;;;12;2025-04-04;L-V;0.543;0.0;P1
2244;2025-04-04 13:00:00;0.185;;;;13;2025-04-04;L-V;0.185;0.0;P1
2245;2025-04-04 14:00:00;0.201;;;;14;2025-04-04;L-V;0.201;0.0;P2
2246;2025-04-04 15:00:00;0.123;;;;15;2025-04-04;L-V;0.123;0.0;P2
2247;2025-04-04 16:00:00;0.099;;;;16;2025-04-04;L-V;0.099;0.0;P2
2248;2025-04-04 17:00:00;0.184;;;;17;2025-04-04;L-V;0.184;0.0;P2
2249;2025-04-04 18:00:00;0.274;;;;18;2025-04-04;L-V;0.274;0.0;P1
2250;2025-04-04 19:00:00;0.284;;;;19;2025-04-04;L-V;0.284;0.0;P1
2251;2025-04-04 20:00:00;0.362;;;;20;2025-04-04;L-V;0.362;0.0;P1
2252;2025-04-04 21:00:00;0.18;;;;21;2025-04-04;L-V;0.18;0.0;P1
2253;2025-04-04 22:00:00;0.537;;;;22;2025-04-04;L-V;0.537;0.0;P2
2254;2025-04-04 23:00:00;0.169;;;;23;2025-04-04;L-V;0.169;0.0;P2
2255;2025-04-05 00:00:00;0.386;;;;0;2025-04-05;FS;0.386;0.0;P3
2256;2025-04-05 01:00:00;0.443;;;;1;2025-04-05;FS;0.443;0.0;P3
2257;2025-04-05 02:00:00;0.479;;;;2;2025-04-05;FS;0.479;0.0;P3
2258;2025-04-05 03:00:00;0.581;;;;3;2025-04-05;FS;0.581;0.0;P3
2259;2025-04-05 04:00:00;0.445;;;;4;2025-04-05;FS;0.445;0.0;P3
2260;2025-04-05 05:00:00;0.347;;;;5;2025-04-05;FS;0.347;0.0;P3
2261;2025-04-05 06:00:00;0.3;;;;6;2025-04-05;FS;0.3;0.0;P3
2262;2025-04-05 07:00:00;0.251;;;;7;2025-04-05;FS;0.251;0.0;P3
2263;2025-04-05 08:00:00;0.196;;;;8;2025-04-05;FS;0.196;0.0;P3
2264;2025-04-05 09:00:00;0.192;;;;9;2025-04-05;FS;0.192;0.0;P3
2265;2025-04-05 10:00:00;0.214;;;;10;2025-04-05;FS;0.214;0.0;P3
2266;2025-04-05 11:00:00;0.206;;;;11;2025-04-05;FS;0.206;0.0;P3
2267;2025-04-05 12:00:00;0.187;;;;12;2025-04-05;FS;0.187;0.0;P3
2268;2025-04-05 13:00:00;0.223;;;;13;2025-04-05;FS;0.223;0.0;P3
2269;2025-04-05 14:00:00;0.22;;;;14;2025-04-05;FS;0.22;0.0;P3
2270;2025-04-05 15:00:00;0.179;;;;15;2025-04-05;FS;0.179;0.0;P3
2271;2025-04-05 16:00:00;0.212;;;;16;2025-04-05;FS;0.212;0.0;P3
2272;2025-04-05 17:00:00;0.33;;;;17;2025-04-05;FS;0.33;0.0;P3
2273;2025-04-05 18:00:00;0.931;;;;18;2025-04-05;FS;0.931;0.0;P3
2274;2025-04-05 19:00:00;0.292;;;;19;2025-04-05;FS;0.292;0.0;P3
2275;2025-04-05 20:00:00;0.204;;;;20;2025-04-05;FS;0.204;0.0;P3
2276;2025-04-05 21:00:00;0.215;;;;21;2025-04-05;FS;0.215;0.0;P3
2277;2025-04-05 22:00:00;0.337;;;;22;2025-04-05;FS;0.337;0.0;P3
2278;2025-04-05 23:00:00;0.338;;;;23;2025-04-05;FS;0.338;0.0;P3
2279;2025-04-06 00:00:00;0.287;;;;0;2025-04-06;FS;0.287;0.0;P3
2280;2025-04-06 01:00:00;0.856;;;;1;2025-04-06;FS;0.856;0.0;P3
2281;2025-04-06 02:00:00;0.589;;;;2;2025-04-06;FS;0.589;0.0;P3
2282;2025-04-06 03:00:00;0.707;;;;3;2025-04-06;FS;0.707;0.0;P3
2283;2025-04-06 04:00:00;0.157;;;;4;2025-04-06;FS;0.157;0.0;P3
2284;2025-04-06 05:00:00;0.115;;;;5;2025-04-06;FS;0.115;0.0;P3
2285;2025-04-06 06:00:00;0.141;;;;6;2025-04-06;FS;0.141;0.0;P3
2286;2025-04-06 07:00:00;0.131;;;;7;2025-04-06;FS;0.131;0.0;P3
2287;2025-04-06 08:00:00;0.115;;;;8;2025-04-06;FS;0.115;0.0;P3
2288;2025-04-06 09:00:00;0.131;;;;9;2025-04-06;FS;0.131;0.0;P3
2289;2025-04-06 10:00:00;0.179;;;;10;2025-04-06;FS;0.179;0.0;P3
2290;2025-04-06 11:00:00;0.131;;;;11;2025-04-06;FS;0.131;0.0;P3
2291;2025-04-06 12:00:00;0.115;;;;12;2025-04-06;FS;0.115;0.0;P3
2292;2025-04-06 13:00:00;0.139;;;;13;2025-04-06;FS;0.139;0.0;P3
2293;2025-04-06 14:00:00;0.145;;;;14;2025-04-06;FS;0.145;0.0;P3
2294;2025-04-06 15:00:00;0.106;;;;15;2025-04-06;FS;0.106;0.0;P3
2295;2025-04-06 16:00:00;0.124;;;;16;2025-04-06;FS;0.124;0.0;P3
2296;2025-04-06 17:00:00;0.639;;;;17;2025-04-06;FS;0.639;0.0;P3
2297;2025-04-06 18:00:00;0.201;;;;18;2025-04-06;FS;0.201;0.0;P3
2298;2025-04-06 19:00:00;0.3;;;;19;2025-04-06;FS;0.3;0.0;P3
2299;2025-04-06 20:00:00;0.615;;;;20;2025-04-06;FS;0.615;0.0;P3
2300;2025-04-06 21:00:00;0.608;;;;21;2025-04-06;FS;0.608;0.0;P3
2301;2025-04-06 22:00:00;0.479;;;;22;2025-04-06;FS;0.479;0.0;P3
2302;2025-04-06 23:00:00;0.419;;;;23;2025-04-06;FS;0.419;0.0;P3
2303;2025-04-07 00:00:00;0.469;;;;0;2025-04-07;L-V;0.469;0.0;P3
2304;2025-04-07 01:00:00;0.203;;;;1;2025-04-07;L-V;0.203;0.0;P3
2305;2025-04-07 02:00:00;0.129;;;;2;2025-04-07;L-V;0.129;0.0;P3
2306;2025-04-07 03:00:00;0.121;;;;3;2025-04-07;L-V;0.121;0.0;P3
2307;2025-04-07 04:00:00;0.145;;;;4;2025-04-07;L-V;0.145;0.0;P3
2308;2025-04-07 05:00:00;0.106;;;;5;2025-04-07;L-V;0.106;0.0;P3
2309;2025-04-07 06:00:00;0.224;;;;6;2025-04-07;L-V;0.224;0.0;P3
2310;2025-04-07 07:00:00;0.18;;;;7;2025-04-07;L-V;0.18;0.0;P3
2311;2025-04-07 08:00:00;0.117;;;;8;2025-04-07;L-V;0.117;0.0;P2
2312;2025-04-07 09:00:00;0.172;;;;9;2025-04-07;L-V;0.172;0.0;P2
2313;2025-04-07 10:00:00;0.201;;;;10;2025-04-07;L-V;0.201;0.0;P1
2314;2025-04-07 11:00:00;0.263;;;;11;2025-04-07;L-V;0.263;0.0;P1
2315;2025-04-07 12:00:00;0.631;;;;12;2025-04-07;L-V;0.631;0.0;P1
2316;2025-04-07 13:00:00;1.082;;;;13;2025-04-07;L-V;1.082;0.0;P1
2317;2025-04-07 14:00:00;0.666;;;;14;2025-04-07;L-V;0.666;0.0;P2
2318;2025-04-07 15:00:00;0.391;;;;15;2025-04-07;L-V;0.391;0.0;P2
2319;2025-04-07 16:00:00;0.269;;;;16;2025-04-07;L-V;0.269;0.0;P2
2320;2025-04-07 17:00:00;0.17;;;;17;2025-04-07;L-V;0.17;0.0;P2
2321;2025-04-07 18:00:00;0.303;;;;18;2025-04-07;L-V;0.303;0.0;P1
2322;2025-04-07 19:00:00;0.376;;;;19;2025-04-07;L-V;0.376;0.0;P1
2323;2025-04-07 20:00:00;0.484;;;;20;2025-04-07;L-V;0.484;0.0;P1
2324;2025-04-07 21:00:00;0.695;;;;21;2025-04-07;L-V;0.695;0.0;P1
2325;2025-04-07 22:00:00;0.466;;;;22;2025-04-07;L-V;0.466;0.0;P2
2326;2025-04-07 23:00:00;0.376;;;;23;2025-04-07;L-V;0.376;0.0;P2
2327;2025-04-08 00:00:00;0.368;;;;0;2025-04-08;L-V;0.368;0.0;P3
2328;2025-04-08 01:00:00;0.322;;;;1;2025-04-08;L-V;0.322;0.0;P3
2329;2025-04-08 02:00:00;0.217;;;;2;2025-04-08;L-V;0.217;0.0;P3
2330;2025-04-08 03:00:00;0.158;;;;3;2025-04-08;L-V;0.158;0.0;P3
2331;2025-04-08 04:00:00;0.17;;;;4;2025-04-08;L-V;0.17;0.0;P3
2332;2025-04-08 05:00:00;0.149;;;;5;2025-04-08;L-V;0.149;0.0;P3
2333;2025-04-08 06:00:00;0.155;;;;6;2025-04-08;L-V;0.155;0.0;P3
2334;2025-04-08 07:00:00;0.227;;;;7;2025-04-08;L-V;0.227;0.0;P3
2335;2025-04-08 08:00:00;0.207;;;;8;2025-04-08;L-V;0.207;0.0;P2
2336;2025-04-08 09:00:00;0.288;;;;9;2025-04-08;L-V;0.288;0.0;P2
2337;2025-04-08 10:00:00;0.342;;;;10;2025-04-08;L-V;0.342;0.0;P1
2338;2025-04-08 11:00:00;0.335;;;;11;2025-04-08;L-V;0.335;0.0;P1
2339;2025-04-08 12:00:00;0.211;;;;12;2025-04-08;L-V;0.211;0.0;P1
2340;2025-04-08 13:00:00;0.453;;;;13;2025-04-08;L-V;0.453;0.0;P1
2341;2025-04-08 14:00:00;0.796;;;;14;2025-04-08;L-V;0.796;0.0;P2
2342;2025-04-08 15:00:00;0.324;;;;15;2025-04-08;L-V;0.324;0.0;P2
2343;2025-04-08 16:00:00;0.166;;;;16;2025-04-08;L-V;0.166;0.0;P2
2344;2025-04-08 17:00:00;0.193;;;;17;2025-04-08;L-V;0.193;0.0;P2
2345;2025-04-08 18:00:00;0.428;;;;18;2025-04-08;L-V;0.428;0.0;P1
2346;2025-04-08 19:00:00;0.387;;;;19;2025-04-08;L-V;0.387;0.0;P1
2347;2025-04-08 20:00:00;0.58;;;;20;2025-04-08;L-V;0.58;0.0;P1
2348;2025-04-08 21:00:00;0.865;;;;21;2025-04-08;L-V;0.865;0.0;P1
2349;2025-04-08 22:00:00;0.713;;;;22;2025-04-08;L-V;0.713;0.0;P2
2350;2025-04-08 23:00:00;0.533;;;;23;2025-04-08;L-V;0.533;0.0;P2
2351;2025-04-09 00:00:00;0.502;;;;0;2025-04-09;L-V;0.502;0.0;P3
2352;2025-04-09 01:00:00;0.437;;;;1;2025-04-09;L-V;0.437;0.0;P3
2353;2025-04-09 02:00:00;0.306;;;;2;2025-04-09;L-V;0.306;0.0;P3
2354;2025-04-09 03:00:00;0.185;;;;3;2025-04-09;L-V;0.185;0.0;P3
2355;2025-04-09 04:00:00;0.216;;;;4;2025-04-09;L-V;0.216;0.0;P3
2356;2025-04-09 05:00:00;0.22;;;;5;2025-04-09;L-V;0.22;0.0;P3
2357;2025-04-09 06:00:00;0.333;;;;6;2025-04-09;L-V;0.333;0.0;P3
2358;2025-04-09 07:00:00;0.417;;;;7;2025-04-09;L-V;0.417;0.0;P3
2359;2025-04-09 08:00:00;0.217;;;;8;2025-04-09;L-V;0.217;0.0;P2
2360;2025-04-09 09:00:00;0.233;;;;9;2025-04-09;L-V;0.233;0.0;P2
2361;2025-04-09 10:00:00;0.286;;;;10;2025-04-09;L-V;0.286;0.0;P1
2362;2025-04-09 11:00:00;1.123;;;;11;2025-04-09;L-V;1.123;0.0;P1
2363;2025-04-09 12:00:00;1.855;;;;12;2025-04-09;L-V;1.855;0.0;P1
2364;2025-04-09 13:00:00;0.453;;;;13;2025-04-09;L-V;0.453;0.0;P1
2365;2025-04-09 14:00:00;0.472;;;;14;2025-04-09;L-V;0.472;0.0;P2
2366;2025-04-09 15:00:00;0.286;;;;15;2025-04-09;L-V;0.286;0.0;P2
2367;2025-04-09 16:00:00;0.241;;;;16;2025-04-09;L-V;0.241;0.0;P2
2368;2025-04-09 17:00:00;0.206;;;;17;2025-04-09;L-V;0.206;0.0;P2
2369;2025-04-09 18:00:00;0.434;;;;18;2025-04-09;L-V;0.434;0.0;P1
2370;2025-04-09 19:00:00;0.39;;;;19;2025-04-09;L-V;0.39;0.0;P1
2371;2025-04-09 20:00:00;0.583;;;;20;2025-04-09;L-V;0.583;0.0;P1
2372;2025-04-09 21:00:00;0.772;;;;21;2025-04-09;L-V;0.772;0.0;P1
2373;2025-04-09 22:00:00;1.524;;;;22;2025-04-09;L-V;1.524;0.0;P2
2374;2025-04-09 23:00:00;1.329;;;;23;2025-04-09;L-V;1.329;0.0;P2
2375;2025-04-10 00:00:00;1.003;;;;0;2025-04-10;L-V;1.003;0.0;P3
2376;2025-04-10 01:00:00;0.278;;;;1;2025-04-10;L-V;0.278;0.0;P3
2377;2025-04-10 02:00:00;0.232;;;;2;2025-04-10;L-V;0.232;0.0;P3
2378;2025-04-10 03:00:00;0.155;;;;3;2025-04-10;L-V;0.155;0.0;P3
2379;2025-04-10 04:00:00;0.222;;;;4;2025-04-10;L-V;0.222;0.0;P3
2380;2025-04-10 05:00:00;0.232;;;;5;2025-04-10;L-V;0.232;0.0;P3
2381;2025-04-10 06:00:00;0.352;;;;6;2025-04-10;L-V;0.352;0.0;P3
2382;2025-04-10 07:00:00;0.359;;;;7;2025-04-10;L-V;0.359;0.0;P3
2383;2025-04-10 08:00:00;0.27;;;;8;2025-04-10;L-V;0.27;0.0;P2
2384;2025-04-10 09:00:00;0.257;;;;9;2025-04-10;L-V;0.257;0.0;P2
2385;2025-04-10 10:00:00;0.297;;;;10;2025-04-10;L-V;0.297;0.0;P1
2386;2025-04-10 11:00:00;0.295;;;;11;2025-04-10;L-V;0.295;0.0;P1
2387;2025-04-10 12:00:00;0.326;;;;12;2025-04-10;L-V;0.326;0.0;P1
2388;2025-04-10 13:00:00;0.406;;;;13;2025-04-10;L-V;0.406;0.0;P1
2389;2025-04-10 14:00:00;0.479;;;;14;2025-04-10;L-V;0.479;0.0;P2
2390;2025-04-10 15:00:00;0.373;;;;15;2025-04-10;L-V;0.373;0.0;P2
2391;2025-04-10 16:00:00;0.346;;;;16;2025-04-10;L-V;0.346;0.0;P2
2392;2025-04-10 17:00:00;0.235;;;;17;2025-04-10;L-V;0.235;0.0;P2
2393;2025-04-10 18:00:00;0.425;;;;18;2025-04-10;L-V;0.425;0.0;P1
2394;2025-04-10 19:00:00;0.414;;;;19;2025-04-10;L-V;0.414;0.0;P1
2395;2025-04-10 20:00:00;0.622;;;;20;2025-04-10;L-V;0.622;0.0;P1
2396;2025-04-10 21:00:00;1.085;;;;21;2025-04-10;L-V;1.085;0.0;P1
2397;2025-04-10 22:00:00;0.677;;;;22;2025-04-10;L-V;0.677;0.0;P2
2398;2025-04-10 23:00:00;0.535;;;;23;2025-04-10;L-V;0.535;0.0;P2
2399;2025-04-11 00:00:00;0.473;;;;0;2025-04-11;L-V;0.473;0.0;P3
2400;2025-04-11 01:00:00;0.464;;;;1;2025-04-11;L-V;0.464;0.0;P3
2401;2025-04-11 02:00:00;0.229;;;;2;2025-04-11;L-V;0.229;0.0;P3
2402;2025-04-11 03:00:00;0.205;;;;3;2025-04-11;L-V;0.205;0.0;P3
2403;2025-04-11 04:00:00;0.203;;;;4;2025-04-11;L-V;0.203;0.0;P3
2404;2025-04-11 05:00:00;0.198;;;;5;2025-04-11;L-V;0.198;0.0;P3
2405;2025-04-11 06:00:00;0.274;;;;6;2025-04-11;L-V;0.274;0.0;P3
2406;2025-04-11 07:00:00;0.269;;;;7;2025-04-11;L-V;0.269;0.0;P3
2407;2025-04-11 08:00:00;0.158;;;;8;2025-04-11;L-V;0.158;0.0;P2
2408;2025-04-11 09:00:00;0.152;;;;9;2025-04-11;L-V;0.152;0.0;P2
2409;2025-04-11 10:00:00;0.239;;;;10;2025-04-11;L-V;0.239;0.0;P1
2410;2025-04-11 11:00:00;0.189;;;;11;2025-04-11;L-V;0.189;0.0;P1
2411;2025-04-11 12:00:00;0.174;;;;12;2025-04-11;L-V;0.174;0.0;P1
2412;2025-04-11 13:00:00;0.276;;;;13;2025-04-11;L-V;0.276;0.0;P1
2413;2025-04-11 14:00:00;1.006;;;;14;2025-04-11;L-V;1.006;0.0;P2
2414;2025-04-11 15:00:00;0.276;;;;15;2025-04-11;L-V;0.276;0.0;P2
2415;2025-04-11 16:00:00;0.21;;;;16;2025-04-11;L-V;0.21;0.0;P2
2416;2025-04-11 17:00:00;0.271;;;;17;2025-04-11;L-V;0.271;0.0;P2
2417;2025-04-11 18:00:00;0.278;;;;18;2025-04-11;L-V;0.278;0.0;P1
2418;2025-04-11 19:00:00;0.362;;;;19;2025-04-11;L-V;0.362;0.0;P1
2419;2025-04-11 20:00:00;1.31;;;;20;2025-04-11;L-V;1.31;0.0;P1
2420;2025-04-11 21:00:00;1.496;;;;21;2025-04-11;L-V;1.496;0.0;P1
2421;2025-04-11 22:00:00;0.53;;;;22;2025-04-11;L-V;0.53;0.0;P2
2422;2025-04-11 23:00:00;0.72;;;;23;2025-04-11;L-V;0.72;0.0;P2
2423;2025-04-12 00:00:00;0.738;;;;0;2025-04-12;FS;0.738;0.0;P3
2424;2025-04-12 01:00:00;0.577;;;;1;2025-04-12;FS;0.577;0.0;P3
2425;2025-04-12 02:00:00;0.278;;;;2;2025-04-12;FS;0.278;0.0;P3
2426;2025-04-12 03:00:00;0.207;;;;3;2025-04-12;FS;0.207;0.0;P3
2427;2025-04-12 04:00:00;0.17;;;;4;2025-04-12;FS;0.17;0.0;P3
2428;2025-04-12 05:00:00;0.169;;;;5;2025-04-12;FS;0.169;0.0;P3
2429;2025-04-12 06:00:00;0.248;;;;6;2025-04-12;FS;0.248;0.0;P3
2430;2025-04-12 07:00:00;0.666;;;;7;2025-04-12;FS;0.666;0.0;P3
2431;2025-04-12 08:00:00;0.259;;;;8;2025-04-12;FS;0.259;0.0;P3
2432;2025-04-12 09:00:00;0.37;;;;9;2025-04-12;FS;0.37;0.0;P3
2433;2025-04-12 10:00:00;0.406;;;;10;2025-04-12;FS;0.406;0.0;P3
2434;2025-04-12 11:00:00;0.714;;;;11;2025-04-12;FS;0.714;0.0;P3
2435;2025-04-12 12:00:00;0.323;;;;12;2025-04-12;FS;0.323;0.0;P3
2436;2025-04-12 13:00:00;0.266;;;;13;2025-04-12;FS;0.266;0.0;P3
2437;2025-04-12 14:00:00;0.195;;;;14;2025-04-12;FS;0.195;0.0;P3
2438;2025-04-12 15:00:00;0.203;;;;15;2025-04-12;FS;0.203;0.0;P3
2439;2025-04-12 16:00:00;0.206;;;;16;2025-04-12;FS;0.206;0.0;P3
2440;2025-04-12 17:00:00;0.217;;;;17;2025-04-12;FS;0.217;0.0;P3
2441;2025-04-12 18:00:00;0.237;;;;18;2025-04-12;FS;0.237;0.0;P3
2442;2025-04-12 19:00:00;0.868;;;;19;2025-04-12;FS;0.868;0.0;P3
2443;2025-04-12 20:00:00;0.613;;;;20;2025-04-12;FS;0.613;0.0;P3
2444;2025-04-12 21:00:00;1.361;;;;21;2025-04-12;FS;1.361;0.0;P3
2445;2025-04-12 22:00:00;1.229;;;;22;2025-04-12;FS;1.229;0.0;P3
2446;2025-04-12 23:00:00;0.996;;;;23;2025-04-12;FS;0.996;0.0;P3
2447;2025-04-13 00:00:00;1.063;;;;0;2025-04-13;FS;1.063;0.0;P3
2448;2025-04-13 01:00:00;0.463;;;;1;2025-04-13;FS;0.463;0.0;P3
2449;2025-04-13 02:00:00;0.279;;;;2;2025-04-13;FS;0.279;0.0;P3
2450;2025-04-13 03:00:00;0.212;;;;3;2025-04-13;FS;0.212;0.0;P3
2451;2025-04-13 04:00:00;0.214;;;;4;2025-04-13;FS;0.214;0.0;P3
2452;2025-04-13 05:00:00;0.253;;;;5;2025-04-13;FS;0.253;0.0;P3
2453;2025-04-13 06:00:00;0.214;;;;6;2025-04-13;FS;0.214;0.0;P3
2454;2025-04-13 07:00:00;0.214;;;;7;2025-04-13;FS;0.214;0.0;P3
2455;2025-04-13 08:00:00;0.297;;;;8;2025-04-13;FS;0.297;0.0;P3
2456;2025-04-13 09:00:00;0.275;;;;9;2025-04-13;FS;0.275;0.0;P3
2457;2025-04-13 10:00:00;0.428;;;;10;2025-04-13;FS;0.428;0.0;P3
2458;2025-04-13 11:00:00;0.813;;;;11;2025-04-13;FS;0.813;0.0;P3
2459;2025-04-13 12:00:00;0.782;;;;12;2025-04-13;FS;0.782;0.0;P3
2460;2025-04-13 13:00:00;0.514;;;;13;2025-04-13;FS;0.514;0.0;P3
2461;2025-04-13 14:00:00;0.546;;;;14;2025-04-13;FS;0.546;0.0;P3
2462;2025-04-13 15:00:00;0.359;;;;15;2025-04-13;FS;0.359;0.0;P3
2463;2025-04-13 16:00:00;0.255;;;;16;2025-04-13;FS;0.255;0.0;P3
2464;2025-04-13 17:00:00;0.333;;;;17;2025-04-13;FS;0.333;0.0;P3
2465;2025-04-13 18:00:00;0.392;;;;18;2025-04-13;FS;0.392;0.0;P3
2466;2025-04-13 19:00:00;0.366;;;;19;2025-04-13;FS;0.366;0.0;P3
2467;2025-04-13 20:00:00;0.461;;;;20;2025-04-13;FS;0.461;0.0;P3
2468;2025-04-13 21:00:00;1.449;;;;21;2025-04-13;FS;1.449;0.0;P3
2469;2025-04-13 22:00:00;0.613;;;;22;2025-04-13;FS;0.613;0.0;P3
