fecha;hora;tecnologia;value
2022-10-30;10;HI;135.0
2022-10-30;10;RE;135.0
2022-10-30;11;BG;138.34
2022-10-30;12;HI;132.12
2022-10-30;13;TCC;131.82
2022-10-30;14;TCC;132.12
2022-10-30;15;TCC;125.69
2022-10-30;16;TCC;124.61
2022-10-30;17;RE;140.2
2022-10-30;18;HI;156.0
2022-10-30;19;RE;170.38
2022-10-30;20;RE;200.0
2022-10-30;21;BG;225.35
2022-10-30;21;RE;225.35
2022-10-30;22;HI;209.27
2022-10-30;23;HI;157.31
2022-10-30;24;BG;141.73
2022-10-31;1;BG;161.31
2022-10-31;2;BG;150.0
2022-10-31;2;HI;150.0
2022-10-31;3;TCC;116.32
2022-10-31;4;TCC;114.6
2022-10-31;5;TCC;115.07
2022-10-31;6;TCC;124.17
2022-10-31;7;HI;145.96
2022-10-31;8;TCC;166.56
2022-10-31;9;TCC;168.0
2022-10-31;10;BG;153.3
2022-10-31;11;HI;143.35
2022-10-31;12;HI;141.95
2022-10-31;13;HI;141.96
2022-10-31;14;HI;145.96
2022-10-31;15;HI;155.0
2022-10-31;16;TCC;169.15
2022-10-31;17;TCC;166.78
2022-10-31;18;BG;180.0
2022-10-31;18;HI;180.0
2022-10-31;19;HI;183.26
2022-10-31;20;RE;185.0
2022-10-31;21;HI;231.69
2022-10-31;22;BG;250.0
2022-10-31;23;HI;220.0
2022-10-31;24;HI;208.36
2022-11-01;1;BG;140.0
2022-11-01;2;HI;125.4
2022-11-01;3;TCC;100.53
2022-11-01;4;TCC;100.43
2022-11-01;5;TCC;98.0
2022-11-01;6;TCC;93.7
2022-11-01;7;TCC;93.7
2022-11-01;8;TCC;93.1
2022-11-01;9;TCC;93.7
2022-11-01;10;TCC;95.92
2022-11-01;11;RE;89.74
2022-11-01;12;RE;82.0
2022-11-01;13;RE;85.91
2022-11-01;14;RE;80.88
2022-11-01;15;RE;81.1
2022-11-01;16;TCC;85.0
2022-11-01;17;TCC;96.39
2022-11-01;18;RE;121.73
2022-11-01;19;HI;133.79
2022-11-01;20;TCC;136.0
2022-11-01;21;BG;178.59
2022-11-01;22;HI;180.0
2022-11-01;23;HI;139.49
2022-11-01;24;TCC;122.59
2022-11-02;1;RE;108.6
2022-11-02;2;TCC;105.64
2022-11-02;3;TCC;101.04
2022-11-02;4;TCC;101.01
2022-11-02;5;TCC;101.04
2022-11-02;6;RE;102.2
2022-11-02;7;BG;120.0
2022-11-02;7;RE;120.0
2022-11-02;8;RE;144.41
2022-11-02;9;RE;152.29
2022-11-02;10;HI;129.0
2022-11-02;11;RE;115.3
2022-11-02;12;HI;106.3
2022-11-02;13;RE;105.33
2022-11-02;14;TCC;103.54
2022-11-02;15;TCC;107.74
2022-11-02;16;TCC;107.28
2022-11-02;17;HI;125.72
2022-11-02;18;HI;166.29
2022-11-02;19;HI;180.0
2022-11-02;20;RE;177.65
2022-11-02;21;HI;189.0
2022-11-02;22;HI;146.69
2022-11-02;23;TCC;120.53
2022-11-02;24;TCC;107.0
2022-11-03;1;RE;120.0
2022-11-03;2;HI;104.11
2022-11-03;3;TCC;98.7
2022-11-03;4;TCC;93.7
2022-11-03;5;TCC;90.91
2022-11-03;6;TCC;92.52
2022-11-03;7;TCC;97.56
2022-11-03;8;TCC;110.81
2022-11-03;9;BG;130.0
2022-11-03;10;HI;120.46
2022-11-03;11;TCC;109.41
2022-11-03;12;RE;112.1
2022-11-03;13;RE;125.5
2022-11-03;14;HI;129.07
2022-11-03;15;HI;133.3
2022-11-03;16;HI;133.3
2022-11-03;17;HI;139.22
2022-11-03;18;TER;144.11
2022-11-03;19;RE;173.52
2022-11-03;20;TCC;155.33
2022-11-03;21;HI;137.41
2022-11-03;22;BG;132.2
2022-11-03;23;RE;128.49
2022-11-03;24;RE;113.72
2022-11-04;1;HI;151.15
2022-11-04;2;BG;147.25
2022-11-04;3;HI;146.15
2022-11-04;4;BG;135.3
2022-11-04;5;TCC;122.13
2022-11-04;6;RE;135.27
2022-11-04;7;HI;154.74
2022-11-04;8;TCC;166.77
2022-11-04;9;HI;166.46
2022-11-04;10;TCC;154.92
2022-11-04;11;BG;139.89
2022-11-04;12;TCC;123.27
2022-11-04;13;TCC;118.0
2022-11-04;14;TCC;112.8
2022-11-04;15;TCC;112.44
2022-11-04;16;TCC;112.58
2022-11-04;17;HI;139.59
2022-11-04;18;HI;158.42
2022-11-04;19;HI;179.38
2022-11-04;20;HI;217.74
2022-11-04;21;HI;195.58
2022-11-04;22;RE;187.0
2022-11-04;23;RE;174.0
2022-11-04;24;HI;159.78
2022-11-05;1;HI;146.67
2022-11-05;2;HI;133.79
2022-11-05;3;TCC;118.76
2022-11-05;4;TCC;114.99
2022-11-05;5;TCC;114.99
2022-11-05;6;TCC;114.99
2022-11-05;7;TCC;114.36
2022-11-05;8;BG;120.0
2022-11-05;8;TCC;120.0
2022-11-05;9;TCC;118.6
2022-11-05;10;TCC;110.5
2022-11-05;11;TCC;107.04
2022-11-05;12;HI;102.58
2022-11-05;13;TCC;106.46
2022-11-05;14;TCC;109.2
2022-11-05;15;TCC;108.48
2022-11-05;16;TCC;107.04
2022-11-05;17;TCC;113.8
2022-11-05;18;HI;157.27
2022-11-05;19;HI;170.0
2022-11-05;20;HI;163.29
2022-11-05;21;HI;149.99
2022-11-05;22;HI;148.49
2022-11-05;23;TCC;129.0
2022-11-05;24;TCC;114.72
2022-11-06;1;TCC;138.34
2022-11-06;2;HI;130.36
2022-11-06;3;RE;110.94
2022-11-06;4;TCC;96.09
2022-11-06;5;TCC;92.6
2022-11-06;6;TCC;96.09
2022-11-06;7;TCC;96.11
2022-11-06;8;HI;102.04
2022-11-06;9;TCC;98.87
2022-11-06;10;TCC;92.61
2022-11-06;11;TCC;90.93
2022-11-06;12;TCC;94.24
2022-11-06;13;RE;92.1
2022-11-06;14;TCC;95.16
2022-11-06;15;TCC;96.4
2022-11-06;16;TCC;97.38
2022-11-06;17;HI;103.99
2022-11-06;18;TCC;134.08
2022-11-06;19;BG;155.61
2022-11-06;20;BG;144.59
2022-11-06;21;BG;144.01
2022-11-06;22;HI;147.7
2022-11-06;23;BG;140.0
2022-11-06;24;HI;133.31
2022-11-07;1;HI;142.95
2022-11-07;2;HI;103.8
2022-11-07;3;RE;103.2
2022-11-07;4;RE;102.65
2022-11-07;5;HI;100.89
2022-11-07;6;TCC;105.09
2022-11-07;7;RE;131.34
2022-11-07;8;BG;154.31
2022-11-07;9;RE;159.93
2022-11-07;10;HI;146.2
2022-11-07;11;TCC;103.8
2022-11-07;12;TCC;102.65
2022-11-07;13;TCC;100.32
2022-11-07;14;TCC;97.68
2022-11-07;15;TCC;98.87
2022-11-07;16;TCC;99.2
2022-11-07;17;TCC;107.0
2022-11-07;18;HI;147.25
2022-11-07;19;BG;154.31
2022-11-07;20;BG;159.72
2022-11-07;21;HI;149.54
2022-11-07;22;HI;125.53
2022-11-07;23;TCC;103.61
2022-11-07;24;TCC;102.0
2022-11-08;1;TCC;96.03
2022-11-08;2;TCC;88.01
2022-11-08;3;RE;85.76
2022-11-08;4;RE;79.76
2022-11-08;5;RE;72.25
2022-11-08;6;TCC;88.01
2022-11-08;7;TCC;96.1
2022-11-08;8;TCC;132.61
2022-11-08;9;HI;138.16
2022-11-08;10;TCC;120.81
2022-11-08;11;TCC;113.87
2022-11-08;12;TCC;99.5
2022-11-08;13;TCC;96.58
2022-11-08;14;TCC;98.0
2022-11-08;15;TCC;100.75
2022-11-08;16;TCC;106.0
2022-11-08;17;TCC;131.28
2022-11-08;18;BG;145.0
2022-11-08;19;BG;156.89
2022-11-08;20;HI;158.9
2022-11-08;21;HI;147.78
2022-11-08;22;TCC;127.95
2022-11-08;23;TCC;129.22
2022-11-08;24;RE;112.26
2022-11-09;1;RE;107.35
2022-11-09;1;TCC;107.35
2022-11-09;2;TCC;101.75
2022-11-09;3;TCC;100.41
2022-11-09;4;TCC;97.27
2022-11-09;5;TCC;97.27
2022-11-09;6;TCC;100.0
2022-11-09;7;TCC;124.06
2022-11-09;8;HI;145.53
2022-11-09;9;BG;156.38
2022-11-09;10;HI;148.51
2022-11-09;11;TCC;135.17
2022-11-09;12;TCC;125.61
2022-11-09;13;TCC;125.35
2022-11-09;14;TCC;123.64
2022-11-09;15;TCC;125.0
2022-11-09;16;TCC;127.0
2022-11-09;17;HI;148.21
2022-11-09;18;BG;163.81
2022-11-09;19;BG;172.92
2022-11-09;20;HI;190.0
2022-11-09;21;BG;160.39
2022-11-09;22;HI;148.51
2022-11-09;23;TCC;131.27
2022-11-09;24;TCC;124.96
2022-11-10;1;RE;119.28
2022-11-10;2;TCC;114.52
2022-11-10;3;TCC;109.91
2022-11-10;4;TCC;106.61
2022-11-10;5;TCC;105.63
2022-11-10;6;RE;116.0
2022-11-10;7;TCC;130.31
2022-11-10;8;HI;146.46
2022-11-10;9;BG;155.01
2022-11-10;10;HI;141.42
2022-11-10;11;HI;130.61
2022-11-10;11;TCC;130.61
2022-11-10;12;RE;116.0
2022-11-10;13;TCC;114.56
2022-11-10;14;TCC;113.75
2022-11-10;15;BG;110.0
2022-11-10;15;RE;110.0
2022-11-10;15;TCC;110.0
2022-11-10;16;RE;110.4
2022-11-10;17;TCC;132.74
2022-11-10;18;BG;155.39
2022-11-10;19;HI;178.0
2022-11-10;19;RE;178.0
2022-11-10;20;HI;199.39
2022-11-10;21;HI;190.38
2022-11-10;22;HI;167.9
2022-11-10;23;HI;139.92
2022-11-10;24;HI;130.61
2022-11-10;24;TCC;130.61
2022-11-11;1;HI;139.05
2022-11-11;2;HI;135.29
2022-11-11;3;TCC;126.06
2022-11-11;4;RE;109.23
2022-11-11;5;TCC;104.0
2022-11-11;6;RE;108.74
2022-11-11;7;RE;117.0
2022-11-11;7;TCC;117.0
2022-11-11;8;HI;139.39
2022-11-11;9;HI;141.86
2022-11-11;10;TCC;127.47
2022-11-11;11;TCC;113.3
2022-11-11;12;BG;106.0
2022-11-11;12;TCC;106.0
2022-11-11;13;BG;106.0
2022-11-11;13;TCC;106.0
2022-11-11;14;TCC;102.98
2022-11-11;15;TCC;100.0
2022-11-11;16;TCC;100.5
2022-11-11;17;BG;110.0
2022-11-11;17;RE;110.0
2022-11-11;18;HI;135.29
2022-11-11;19;BG;138.39
2022-11-11;20;BG;142.39
2022-11-11;21;HI;145.9
2022-11-11;22;BG;136.09
2022-11-11;23;TCC;124.16
2022-11-11;24;TCC;99.33
2022-11-12;1;HI;123.57
2022-11-12;2;RE;97.0
2022-11-12;3;HI;90.69
2022-11-12;4;HI;89.98
2022-11-12;5;HI;89.98
2022-11-12;6;RE;89.0
2022-11-12;6;TCC;89.0
2022-11-12;7;HI;89.98
2022-11-12;8;BG;87.64
2022-11-12;9;TCC;89.0
2022-11-12;10;BG;87.41
2022-11-12;11;RE;82.63
2022-11-12;12;RE;80.18
2022-11-12;13;RE;78.32
2022-11-12;14;RE;78.16
2022-11-12;15;RE;78.16
2022-11-12;16;RE;78.32
2022-11-12;17;TCC;82.9
2022-11-12;18;TCC;116.99
2022-11-12;19;HI;146.56
2022-11-12;20;BG;161.45
2022-11-12;21;RE;177.44
2022-11-12;22;RE;162.18
2022-11-12;23;HI;149.26
2022-11-12;24;HI;142.52
2022-11-13;1;HI;142.86
2022-11-13;2;HI;135.29
2022-11-13;3;BG;130.01
2022-11-13;4;HI;127.0
2022-11-13;5;HI;134.07
2022-11-13;6;HI;135.29
2022-11-13;7;HI;135.29
2022-11-13;8;HI;143.0
2022-11-13;9;TCC;137.27
2022-11-13;10;BG;127.37
2022-11-13;11;HI;111.33
2022-11-13;12;RE;106.0
2022-11-13;12;TCC;106.0
2022-11-13;13;RE;104.99
2022-11-13;14;TCC;106.0
2022-11-13;15;RE;104.0
2022-11-13;16;TCC;101.56
2022-11-13;17;TCC;111.38
2022-11-13;18;TCC;135.48
2022-11-13;19;HI;160.6
2022-11-13;20;HI;170.23
2022-11-13;21;HI;158.26
2022-11-13;22;HI;150.8
2022-11-13;23;HI;155.57
2022-11-13;24;TCC;136.87
2022-11-14;1;HI;149.29
2022-11-14;2;HI;140.93
2022-11-14;3;RE;127.66
2022-11-14;4;HI;124.52
2022-11-14;5;RE;115.99
2022-11-14;6;TCC;144.92
2022-11-14;7;HI;140.93
2022-11-14;8;HI;155.48
2022-11-14;9;HI;170.0
2022-11-14;10;HI;172.77
2022-11-14;11;HI;159.81
2022-11-14;12;HI;150.17
2022-11-14;13;HI;140.93
2022-11-14;14;TCC;119.52
2022-11-14;15;TCC;115.47
2022-11-14;16;TCC;115.22
2022-11-14;17;TCC;119.88
2022-11-14;18;HI;148.67
2022-11-14;19;HI;155.48
2022-11-14;20;HI;155.63
2022-11-14;21;HI;159.81
2022-11-14;22;HI;148.67
2022-11-14;23;TCC;115.95
2022-11-14;24;TCC;107.57
2022-11-15;1;HI;110.0
2022-11-15;2;RE;93.9
2022-11-15;3;RE;90.36
2022-11-15;4;TCC;89.95
2022-11-15;5;HI;87.0
2022-11-15;6;HI;87.0
2022-11-15;7;RE;92.1
2022-11-15;8;TCC;103.5
2022-11-15;9;HI;117.81
2022-11-15;10;HI;114.97
2022-11-15;11;HI;101.1
2022-11-15;12;RE;95.9
2022-11-15;13;RE;94.5
2022-11-15;14;RE;93.9
2022-11-15;15;RE;93.9
2022-11-15;16;RE;95.2
2022-11-15;17;TCC;105.0
2022-11-15;18;HI;127.07
2022-11-15;19;HI;145.0
2022-11-15;19;RE;145.0
2022-11-15;20;HI;150.0
2022-11-15;20;RE;150.0
2022-11-15;21;HI;154.8
2022-11-15;22;HI;152.27
2022-11-15;23;HI;131.53
2022-11-15;24;RE;105.0
2022-11-16;1;BG;90.52
2022-11-16;1;RE;90.52
2022-11-16;2;RE;87.0
2022-11-16;3;TCC;85.0
2022-11-16;4;TCC;84.92
2022-11-16;5;TCC;84.4
2022-11-16;6;TCC;84.9
2022-11-16;7;TCC;89.26
2022-11-16;8;HI;116.5
2022-11-16;9;HI;124.84
2022-11-16;10;HI;126.53
2022-11-16;11;HI;111.15
2022-11-16;12;HI;111.15
2022-11-16;13;BG;100.69
2022-11-16;14;TCC;96.0
2022-11-16;15;TCC;96.78
2022-11-16;16;RE;102.0
2022-11-16;17;HI;111.15
2022-11-16;18;HI;111.15
2022-11-16;19;RE;120.0
2022-11-16;20;HI;121.28
2022-11-16;21;HI;121.95
2022-11-16;22;HI;121.98
2022-11-16;23;HI;110.28
2022-11-16;24;RE;86.02
2022-11-17;1;RE;49.97
2022-11-17;2;HI;28.0
2022-11-17;3;RE;14.0
2022-11-17;4;RE;10.0
2022-11-17;5;RE;10.0
2022-11-17;6;HI;28.78
2022-11-17;7;RE;54.17
2022-11-17;8;HI;89.74
2022-11-17;9;HI;92.96
2022-11-17;10;HI;89.74
2022-11-17;11;RE;78.9
2022-11-17;12;RE;75.0
2022-11-17;13;RE;70.2
2022-11-17;14;RE;69.3
2022-11-17;15;RE;70.0
2022-11-17;16;RE;80.0
2022-11-17;17;HI;89.97
2022-11-17;18;HI;102.95
2022-11-17;19;HI;127.53
2022-11-17;20;HI;131.57
2022-11-17;21;HI;135.23
2022-11-17;22;HI;138.0
2022-11-17;23;HI;131.57
2022-11-17;24;TCC;126.82
2022-11-18;1;HI;112.59
2022-11-18;2;HI;109.97
2022-11-18;3;HI;112.44
2022-11-18;4;HI;112.62
2022-11-18;5;HI;113.56
2022-11-18;6;HI;118.05
2022-11-18;7;HI;119.66
2022-11-18;8;BG;144.63
2022-11-18;9;HI;237.0
2022-11-18;10;BG;128.81
2022-11-18;11;TCC;123.21
2022-11-18;12;BG;120.0
2022-11-18;12;HI;120.0
2022-11-18;12;RE;120.0
2022-11-18;13;BG;120.0
2022-11-18;13;HI;120.0
2022-11-18;13;RE;120.0
2022-11-18;14;HI;107.76
2022-11-18;15;RE;90.0
2022-11-18;15;TCC;90.0
2022-11-18;16;RE;85.0
2022-11-18;17;TCC;87.67
2022-11-18;18;HI;107.99
2022-11-18;19;HI;107.49
2022-11-18;20;HI;110.0
2022-11-18;20;RE;110.0
2022-11-18;21;HI;110.0
2022-11-18;21;RE;110.0
2022-11-18;22;HI;105.72
2022-11-18;23;HI;105.0
2022-11-18;23;RE;105.0
2022-11-18;24;TCC;87.0
2022-11-19;1;HI;63.87
2022-11-19;2;RE;51.4
2022-11-19;3;RE;50.0
2022-11-19;4;RE;50.0
2022-11-19;5;RE;50.0
2022-11-19;6;RE;50.0
2022-11-19;7;RE;51.4
2022-11-19;8;RE;59.69
2022-11-19;9;HI;60.83
2022-11-19;10;RE;52.0
2022-11-19;11;HI;49.0
2022-11-19;12;HI;25.0
2022-11-19;13;RE;22.0
2022-11-19;14;RE;33.5
2022-11-19;15;HI;43.11
2022-11-19;16;RE;47.9
2022-11-19;17;RE;51.4
2022-11-19;18;HI;99.14
2022-11-19;19;HI;118.0
2022-11-19;20;HI;120.21
2022-11-19;21;RE;123.0
2022-11-19;22;HI;121.7
2022-11-19;23;BG;114.01
2022-11-19;24;BG;110.0
2022-11-20;1;HI;94.0
2022-11-20;2;HI;79.5
2022-11-20;3;RE;65.37
2022-11-20;4;HI;63.4
2022-11-20;5;RE;65.0
2022-11-20;6;RE;66.52
2022-11-20;7;HI;89.99
2022-11-20;8;RE;98.0
2022-11-20;9;RE;100.0
2022-11-20;10;HI;102.06
2022-11-20;11;RE;100.0
2022-11-20;12;BG;95.0
2022-11-20;12;RE;95.0
2022-11-20;13;RE;88.1
2022-11-20;14;HI;89.9
2022-11-20;15;RE;78.0
2022-11-20;16;RE;66.52
2022-11-20;17;HI;99.78
2022-11-20;18;BG;110.0
2022-11-20;18;HI;110.0
2022-11-20;18;RE;110.0
2022-11-20;19;BG;121.74
2022-11-20;20;HI;150.0
2022-11-20;21;HI;157.96
2022-11-20;22;HI;134.72
2022-11-20;23;BG;111.0
2022-11-20;24;HI;91.32
2022-11-21;1;HI;97.84
2022-11-21;2;HI;67.72
2022-11-21;3;RE;59.4
2022-11-21;4;RE;52.2
2022-11-21;5;RE;50.7
2022-11-21;6;RE;51.4
2022-11-21;7;RE;60.0
2022-11-21;8;HI;98.6
2022-11-21;9;HI;101.32
2022-11-21;10;HI;101.84
2022-11-21;11;HI;98.54
2022-11-21;12;HI;97.84
2022-11-21;13;HI;98.54
2022-11-21;14;HI;97.84
2022-11-21;15;RE;80.23
2022-11-21;16;HI;67.72
2022-11-21;17;HI;67.57
2022-11-21;18;RE;80.23
2022-11-21;19;HI;98.54
2022-11-21;20;RE;95.01
2022-11-21;21;RE;95.01
2022-11-21;22;HI;97.84
2022-11-21;23;RE;67.52
2022-11-21;24;RE;52.0
2022-11-22;1;RE;48.9
2022-11-22;2;RE;48.0
2022-11-22;3;RE;48.0
2022-11-22;4;BG;47.2
2022-11-22;4;RE;47.2
2022-11-22;5;BG;47.2
2022-11-22;5;RE;47.2
2022-11-22;6;RE;48.9
2022-11-22;7;HI;52.9
2022-11-22;8;RE;90.0
2022-11-22;9;HI;100.0
2022-11-22;9;RE;100.0
2022-11-22;10;HI;99.63
2022-11-22;11;RE;84.2
2022-11-22;12;RE;66.37
2022-11-22;13;HI;62.7
2022-11-22;14;RE;60.5
2022-11-22;15;RE;62.0
2022-11-22;16;HI;66.37
2022-11-22;16;RE;66.37
2022-11-22;17;RE;79.51
2022-11-22;18;HI;99.0
2022-11-22;19;HI;103.2
2022-11-22;20;BG;108.0
2022-11-22;21;BG;107.59
2022-11-22;22;HI;100.0
2022-11-22;22;RE;100.0
2022-11-22;23;RE;79.69
2022-11-22;24;RE;50.7
2022-11-23;1;RE;70.0
2022-11-23;2;HI;16.38
2022-11-23;3;HI;10.0
2022-11-23;3;TCC;10.0
2022-11-23;4;RE;4.11
2022-11-23;5;RE;4.11
2022-11-23;6;RE;8.0
2022-11-23;7;RE;45.99
2022-11-23;8;RE;86.0
2022-11-23;9;BG;96.0
2022-11-23;9;TCC;96.0
2022-11-23;10;HI;97.84
2022-11-23;11;BG;96.0
2022-11-23;11;TCC;96.0
2022-11-23;12;HI;96.53
2022-11-23;13;TCC;98.0
2022-11-23;14;HI;100.0
2022-11-23;14;RE;100.0
2022-11-23;15;TCC;102.0
2022-11-23;16;HI;111.01
2022-11-23;17;HI;130.0
2022-11-23;18;TCC;134.92
2022-11-23;19;BG;140.0
2022-11-23;19;HI;140.0
2022-11-23;20;BG;148.59
2022-11-23;21;HI;160.0
2022-11-23;21;RE;160.0
2022-11-23;22;HI;150.0
2022-11-23;22;RE;150.0
2022-11-23;23;BG;142.0
2022-11-23;23;RE;142.0
2022-11-23;23;TCC;142.0
2022-11-23;24;TCC;125.34
2022-11-24;1;RE;143.14
2022-11-24;2;HI;121.29
2022-11-24;3;TCC;116.1
2022-11-24;4;HI;112.02
2022-11-24;5;HI;110.97
2022-11-24;6;HI;110.97
2022-11-24;7;RE;125.0
2022-11-24;8;BG;145.0
2022-11-24;8;HI;145.0
2022-11-24;9;TCC;135.64
2022-11-24;10;TCC;131.93
2022-11-24;11;TCC;121.28
2022-11-24;12;TCC;114.72
2022-11-24;13;TCC;116.15
2022-11-24;14;TCC;119.59
2022-11-24;15;TCC;120.18
2022-11-24;16;BG;130.0
2022-11-24;16;RE;130.0
2022-11-24;17;TCC;148.64
2022-11-24;18;BG;153.01
2022-11-24;19;BG;164.1
2022-11-24;20;HI;190.0
2022-11-24;20;RE;190.0
2022-11-24;21;HI;195.76
2022-11-24;22;BG;186.99
2022-11-24;23;TCC;152.16
2022-11-24;24;TCC;141.0
2022-11-25;1;HI;150.1
2022-11-25;2;HI;133.1
2022-11-25;3;TCC;116.35
2022-11-25;4;TCC;108.44
2022-11-25;5;TCC;106.23
2022-11-25;6;TCC;110.19
2022-11-25;7;TCC;120.21
2022-11-25;8;BG;145.0
2022-11-25;8;HI;145.0
2022-11-25;9;HI;156.3
2022-11-25;10;TCC;154.95
2022-11-25;11;TCC;159.32
2022-11-25;12;HI;151.62
2022-11-25;13;HI;126.21
2022-11-25;14;HI;118.33
2022-11-25;15;TER;106.51
2022-11-25;16;TER;109.51
2022-11-25;17;TCC;143.43
2022-11-25;18;BG;165.0
2022-11-25;18;HI;165.0
2022-11-25;19;TCC;166.62
2022-11-25;20;BG;176.74
2022-11-25;21;BG;182.61
2022-11-25;22;HI;171.3
2022-11-25;23;TCC;158.91
2022-11-25;24;HI;156.45
2022-11-26;1;HI;139.42
2022-11-26;2;RE;105.0
2022-11-26;3;HI;111.1
2022-11-26;4;HI;104.96
2022-11-26;5;HI;104.18
2022-11-26;6;TER;104.51
2022-11-26;7;RE;121.0
2022-11-26;8;BG;125.0
2022-11-26;9;HI;135.93
2022-11-26;10;HI;139.42
2022-11-26;11;HI;120.97
2022-11-26;12;HI;104.18
2022-11-26;13;TCC;102.65
2022-11-26;14;HI;104.96
2022-11-26;15;TER;104.51
2022-11-26;16;TER;104.51
2022-11-26;17;HI;143.99
2022-11-26;18;HI;155.76
2022-11-26;19;BG;169.89
2022-11-26;20;HI;171.3
2022-11-26;21;BG;175.01
2022-11-26;22;BG;170.82
2022-11-26;23;HI;155.76
2022-11-26;24;HI;150.24
2022-11-27;1;BG;140.58
2022-11-27;2;BG;135.0
2022-11-27;2;HI;135.0
2022-11-27;3;RE;122.01
2022-11-27;4;TCC;99.4
2022-11-27;5;RE;99.4
2022-11-27;6;TCC;99.4
2022-11-27;7;RE;101.0
2022-11-27;8;RE;112.0
2022-11-27;8;TCC;112.0
2022-11-27;9;RE;108.0
2022-11-27;10;RE;100.8
2022-11-27;11;RE;95.0
2022-11-27;12;TCC;92.0
2022-11-27;13;RE;92.37
2022-11-27;14;TCC;99.4
2022-11-27;15;RE;100.0
2022-11-27;16;RE;100.0
2022-11-27;17;TCC;112.95
2022-11-27;18;BG;145.02
2022-11-27;19;HI;156.0
2022-11-27;19;RE;156.0
2022-11-27;20;RE;156.27
2022-11-27;21;BG;153.72
2022-11-27;22;HI;145.71
2022-11-27;23;BG;135.0
2022-11-27;23;HI;135.0
2022-11-27;24;RE;108.0
2022-11-28;1;TER;99.91
2022-11-28;2;HI;92.37
2022-11-28;3;RE;90.0
2022-11-28;4;RE;86.18
2022-11-28;5;TCC;79.58
2022-11-28;6;RE;77.1
2022-11-28;7;RE;88.6
2022-11-28;8;TER;98.91
2022-11-28;9;HI;120.0
2022-11-28;10;TER;98.91
2022-11-28;11;RE;90.0
2022-11-28;12;RE;87.85
2022-11-28;13;TCC;79.23
2022-11-28;14;HI;65.88
2022-11-28;15;HI;65.88
2022-11-28;16;HI;80.14
2022-11-28;17;RE;91.4
2022-11-28;18;HI;111.1
2022-11-28;19;BG;140.83
2022-11-28;20;BG;150.57
2022-11-28;21;HI;165.9
2022-11-28;22;TCC;156.0
2022-11-28;23;HI;139.4
2022-11-28;24;HI;125.0
2022-11-29;1;RE;110.0
2022-11-29;2;TER;97.37
2022-11-29;3;TER;94.07
2022-11-29;4;TCC;93.0
2022-11-29;5;TCC;92.0
2022-11-29;6;TCC;93.0
2022-11-29;7;TCC;105.04
2022-11-29;8;HI;136.27
2022-11-29;9;HI;136.27
2022-11-29;10;HI;111.5
2022-11-29;11;RE;96.22
2022-11-29;11;TCC;96.22
2022-11-29;12;RE;96.22
2022-11-29;12;TCC;96.22
2022-11-29;13;TER;98.04
2022-11-29;14;TER;98.04
2022-11-29;15;TCC;97.5
2022-11-29;16;TER;98.04
2022-11-29;17;BG;130.0
2022-11-29;18;TCC;144.76
2022-11-29;19;RE;166.22
2022-11-29;20;BG;185.0
2022-11-29;21;BG;190.42
2022-11-29;22;HI;167.03
2022-11-29;23;TCC;144.56
2022-11-29;24;HI;136.42
2022-11-30;1;RE;133.0
2022-11-30;2;BG;130.0
2022-11-30;3;RE;135.07
2022-11-30;4;RE;134.63
2022-11-30;5;HI;131.47
2022-11-30;6;RE;135.07
2022-11-30;7;RE;135.07
2022-11-30;8;TCC;146.44
2022-11-30;9;HI;156.36
2022-11-30;10;TCC;151.14
2022-11-30;11;HI;148.3
2022-11-30;12;HI;148.3
2022-11-30;13;HI;148.45
2022-11-30;14;HI;148.45
2022-11-30;15;TCC;144.8
2022-11-30;16;HI;148.3
2022-11-30;17;TCC;151.04
2022-11-30;18;HI;175.0
2022-11-30;18;TCC;175.0
2022-11-30;19;HI;180.07
2022-11-30;20;HI;185.83
2022-11-30;21;HI;186.0
2022-11-30;22;HI;186.0
2022-11-30;23;HI;159.64
2022-11-30;24;TCC;131.47
2022-12-01;1;BG;151.84
2022-12-01;2;HI;132.22
2022-12-01;3;HI;134.26
2022-12-01;4;HI;134.26
2022-12-01;5;TCC;123.41
2022-12-01;6;HI;131.01
2022-12-01;7;BG;145.0
2022-12-01;7;HI;145.0
2022-12-01;7;TCC;145.0
2022-12-01;8;BG;152.42
2022-12-01;9;TCC;162.14
2022-12-01;10;RE;161.0
2022-12-01;11;BG;148.42
2022-12-01;12;RE;148.0
2022-12-01;13;HI;147.0
2022-12-01;14;HI;153.38
2022-12-01;15;TCC;151.06
2022-12-01;16;BG;151.84
2022-12-01;17;HI;147.21
2022-12-01;18;BG;161.44
2022-12-01;19;BG;168.14
2022-12-01;20;RE;172.32
2022-12-01;21;BG;175.8
2022-12-01;22;HI;164.34
2022-12-01;23;TCC;151.03
2022-12-01;24;HI;134.26
2022-12-02;1;BG;120.0
2022-12-02;2;HI;115.2
2022-12-02;3;RE;110.23
2022-12-02;4;RE;110.0
2022-12-02;5;RE;110.23
2022-12-02;6;HI;115.98
2022-12-02;7;HI;124.98
2022-12-02;8;TCC;139.51
2022-12-02;9;TCC;139.71
2022-12-02;10;HI;121.0
2022-12-02;11;TCC;99.36
2022-12-02;12;TCC;91.79
2022-12-02;13;TCC;95.0
2022-12-02;14;HI;115.98
2022-12-02;15;TCC;110.23
2022-12-02;16;TCC;99.6
