fecha;hora;tecnologia;value
2023-04-11;18;HI;35.0
2023-04-11;19;RE;39.93
2023-04-11;20;HI;100.69
2023-04-11;21;TCC;134.25
2023-04-11;22;HI;141.39
2023-04-11;23;TCC;129.47
2023-04-11;24;BG;109.55
2023-04-12;1;HI;93.65
2023-04-12;2;RE;65.74
2023-04-12;3;RE;41.64
2023-04-12;4;RE;41.46
2023-04-12;5;RE;42.0
2023-04-12;6;BG;50.0
2023-04-12;6;RE;50.0
2023-04-12;7;RE;68.5
2023-04-12;8;BG;96.72
2023-04-12;9;BG;98.62
2023-04-12;10;RE;42.0
2023-04-12;11;HI;25.0
2023-04-12;11;RE;25.0
2023-04-12;12;RE;4.17
2023-04-12;13;RE;4.16
2023-04-12;14;RE;4.16
2023-04-12;15;RE;1.6
2023-04-12;16;RE;1.6
2023-04-12;17;RE;1.6
2023-04-12;18;RE;4.16
2023-04-12;19;RE;4.16
2023-04-12;20;RE;20.28
2023-04-12;21;RE;41.28
2023-04-12;22;BG;70.0
2023-04-12;22;HI;70.0
2023-04-12;23;BG;65.74
2023-04-12;24;HI;45.29
2023-04-13;1;BG;79.41
2023-04-13;2;BG;74.1
2023-04-13;3;RE;72.89
2023-04-13;4;RE;72.86
2023-04-13;5;RE;72.89
2023-04-13;6;BG;83.2
2023-04-13;7;HI;90.76
2023-04-13;8;TCC;123.54
2023-04-13;9;HI;106.21
2023-04-13;10;HI;90.65
2023-04-13;11;RE;35.64
2023-04-13;12;RE;4.16
2023-04-13;13;RE;1.6
2023-04-13;14;RE;1.5
2023-04-13;15;RE;0.57
2023-04-13;16;HI;0.1
2023-04-13;16;RE;0.1
2023-04-13;17;HI;0.1
2023-04-13;17;RE;0.1
2023-04-13;18;RE;1.5
2023-04-13;19;RE;1.6
2023-04-13;20;HI;25.0
2023-04-13;21;RE;100.0
2023-04-13;22;RE;122.0
2023-04-13;23;BG;104.0
2023-04-13;24;BG;103.61
2023-04-14;1;HI;90.76
2023-04-14;2;BG;87.72
2023-04-14;3;BG;87.41
2023-04-14;4;HI;83.49
2023-04-14;5;RE;78.1
2023-04-14;6;BG;72.24
2023-04-14;7;HI;72.86
2023-04-14;8;HI;78.04
2023-04-14;9;HI;78.04
2023-04-14;10;RE;41.64
2023-04-14;11;HI;25.0
2023-04-14;11;RE;25.0
2023-04-14;12;RE;4.16
2023-04-14;13;RE;4.16
2023-04-14;14;HI;4.0
2023-04-14;14;RE;4.0
2023-04-14;15;RE;1.6
2023-04-14;16;RE;1.5
2023-04-14;17;RE;1.5
2023-04-14;18;RE;2.0
2023-04-14;19;RE;4.16
2023-04-14;20;HI;25.2
2023-04-14;20;RE;25.2
2023-04-14;21;BG;73.25
2023-04-14;22;BG;82.89
2023-04-14;23;BG;75.34
2023-04-14;24;RE;46.34
2023-04-15;1;HI;36.38
2023-04-15;2;HI;34.9
2023-04-15;3;RE;32.5
2023-04-15;4;RE;32.5
2023-04-15;5;RE;32.14
2023-04-15;6;RE;33.1
2023-04-15;7;HI;35.25
2023-04-15;8;HI;37.0
2023-04-15;9;HI;36.4
2023-04-15;10;HI;25.0
2023-04-15;11;RE;4.17
2023-04-15;12;RE;1.6
2023-04-15;13;RE;1.5
2023-04-15;14;RE;1.5
2023-04-15;15;RE;1.5
2023-04-15;16;HI;0.1
2023-04-15;16;RE;0.1
2023-04-15;17;HI;0.0
2023-04-15;17;NU;0.0
2023-04-15;17;RE;0.0
2023-04-15;18;HI;0.1
2023-04-15;18;RE;0.1
2023-04-15;19;RE;1.5
2023-04-15;20;RE;13.3
2023-04-15;21;HI;38.76
2023-04-15;22;HI;44.28
2023-04-15;23;HI;40.61
2023-04-15;24;HI;38.36
2023-04-16;1;HI;28.28
2023-04-16;2;BG;26.1
2023-04-16;3;BG;24.5
2023-04-16;4;RE;23.72
2023-04-16;5;BG;16.0
2023-04-16;5;RE;16.0
2023-04-16;6;HI;20.38
2023-04-16;7;HI;23.0
2023-04-16;8;BG;24.5
2023-04-16;9;HI;22.15
2023-04-16;10;RE;4.99
2023-04-16;11;RE;1.5
2023-04-16;12;HI;0.0
2023-04-16;12;NU;0.0
2023-04-16;12;RE;0.0
2023-04-16;13;HI;0.0
2023-04-16;13;NU;0.0
2023-04-16;13;RE;0.0
2023-04-16;14;HI;0.0
2023-04-16;14;NU;0.0
2023-04-16;14;RE;0.0
2023-04-16;15;HI;0.0
2023-04-16;15;NU;0.0
2023-04-16;15;RE;0.0
2023-04-16;16;HI;0.0
2023-04-16;16;NU;0.0
2023-04-16;16;RE;0.0
2023-04-16;17;HI;0.0
2023-04-16;17;NU;0.0
2023-04-16;17;RE;0.0
2023-04-16;18;HI;0.0
2023-04-16;18;NU;0.0
2023-04-16;18;RE;0.0
2023-04-16;19;RE;1.5
2023-04-16;20;HI;25.0
2023-04-16;20;RE;25.0
2023-04-16;21;HI;75.0
2023-04-16;22;HI;127.85
2023-04-16;23;HI;110.17
2023-04-16;24;HI;55.22
2023-04-17;1;BG;86.03
2023-04-17;2;BG;81.87
2023-04-17;3;BG;55.0
2023-04-17;4;RE;45.0
2023-04-17;5;RE;45.0
2023-04-17;6;BG;55.0
2023-04-17;7;BG;83.96
2023-04-17;8;RE;110.0
2023-04-17;9;HI;104.22
2023-04-17;10;HI;82.75
2023-04-17;11;RE;41.73
2023-04-17;12;RE;41.02
2023-04-17;13;RE;40.63
2023-04-17;14;RE;40.02
2023-04-17;15;RE;35.0
2023-04-17;16;BG;25.0
2023-04-17;16;HI;25.0
2023-04-17;17;BG;25.0
2023-04-17;17;HI;25.0
2023-04-17;18;BG;25.0
2023-04-17;18;HI;25.0
2023-04-17;19;HI;39.73
2023-04-17;20;HI;86.09
2023-04-17;21;TCC;125.12
2023-04-17;22;RE;134.25
2023-04-17;23;HI;104.22
2023-04-17;24;HI;88.3
2023-04-18;1;HI;105.31
2023-04-18;2;RE;81.99
2023-04-18;3;HI;75.62
2023-04-18;4;HI;75.62
2023-04-18;5;HI;75.62
2023-04-18;6;HI;101.27
2023-04-18;7;BG;100.35
2023-04-18;8;TCC;122.26
2023-04-18;9;HI;123.0
2023-04-18;10;HI;106.16
2023-04-18;11;RE;75.2
2023-04-18;12;RE;75.98
2023-04-18;13;RE;78.1
2023-04-18;14;RE;80.0
2023-04-18;15;RE;78.0
2023-04-18;16;RE;74.74
2023-04-18;17;RE;74.74
2023-04-18;18;RE;85.0
2023-04-18;19;RE;81.5
2023-04-18;20;HI;119.88
2023-04-18;21;RE;137.1
2023-04-18;22;HI;141.4
2023-04-18;23;BG;128.32
2023-04-18;24;HI;111.41
2023-04-19;1;HI;127.54
2023-04-19;2;HI;116.8
2023-04-19;3;HI;105.71
2023-04-19;4;HI;105.71
2023-04-19;5;HI;104.86
2023-04-19;6;HI;105.87
2023-04-19;7;BG;130.0
2023-04-19;8;RE;139.1
2023-04-19;9;HI;141.4
2023-04-19;10;BG;133.26
2023-04-19;11;HI;108.26
2023-04-19;12;HI;97.16
2023-04-19;13;TCC;93.9
2023-04-19;14;RE;89.64
2023-04-19;15;RE;89.48
2023-04-19;16;TCC;88.68
2023-04-19;17;TCC;88.58
2023-04-19;18;RE;89.64
2023-04-19;19;HI;105.31
2023-04-19;20;TCC;122.25
2023-04-19;21;BG;135.86
2023-04-19;22;RE;145.0
2023-04-19;23;BG;134.11
2023-04-19;24;HI;125.33
2023-04-20;1;HI;126.0
2023-04-20;2;HI;122.03
2023-04-20;3;BG;123.61
2023-04-20;4;TCC;123.89
2023-04-20;5;BG;125.33
2023-04-20;6;BG;127.22
2023-04-20;7;BG;127.97
2023-04-20;8;HI;144.48
2023-04-20;9;RE;144.7
2023-04-20;10;HI;130.09
2023-04-20;10;TCC;130.09
2023-04-20;11;HI;100.9
2023-04-20;12;TCC;87.73
2023-04-20;13;RE;80.0
2023-04-20;14;RE;74.87
2023-04-20;15;TCC;53.6
2023-04-20;16;TCC;50.36
2023-04-20;17;TCC;49.87
2023-04-20;18;TCC;51.07
2023-04-20;19;RE;75.27
2023-04-20;20;BG;123.26
2023-04-20;21;BG;147.42
2023-04-20;22;BG;145.33
2023-04-20;23;HI;134.37
2023-04-20;24;BG;129.44
2023-04-21;1;HI;122.5
2023-04-21;2;HI;112.39
2023-04-21;3;TCC;117.6
2023-04-21;4;TCC;119.84
2023-04-21;5;HI;115.01
2023-04-21;6;HI;115.0
2023-04-21;7;BG;127.5
2023-04-21;8;HI;141.54
2023-04-21;9;HI;145.99
2023-04-21;10;BG;120.18
2023-04-21;11;BG;128.13
2023-04-21;12;TCC;109.29
2023-04-21;13;RE;95.49
2023-04-21;14;RE;55.44
2023-04-21;15;RE;40.1
2023-04-21;16;RE;29.11
2023-04-21;17;HI;25.0
2023-04-21;18;RE;29.61
2023-04-21;19;RE;49.31
2023-04-21;20;RE;95.49
2023-04-21;21;HI;134.71
2023-04-21;22;HI;135.51
2023-04-21;23;HI;133.71
2023-04-21;24;BG;123.1
2023-04-22;1;HI;122.01
2023-04-22;2;HI;101.95
2023-04-22;3;HI;103.57
2023-04-22;4;RE;93.17
2023-04-22;5;RE;91.33
2023-04-22;6;HI;96.03
2023-04-22;7;BG;100.0
2023-04-22;7;HI;100.0
2023-04-22;7;RE;100.0
2023-04-22;8;HI;106.95
2023-04-22;9;HI;109.18
2023-04-22;10;HI;107.28
2023-04-22;11;RE;77.61
2023-04-22;12;RE;69.61
2023-04-22;13;TCC;51.0
2023-04-22;14;RE;34.84
2023-04-22;15;RE;22.56
2023-04-22;16;RE;10.0
2023-04-22;17;RE;4.16
2023-04-22;18;RE;4.17
2023-04-22;19;TCC;31.0
2023-04-22;20;RE;73.6
2023-04-22;21;HI;129.27
2023-04-22;22;BG;128.45
2023-04-22;23;BG;121.27
2023-04-22;24;HI;101.64
2023-04-23;1;HI;108.0
2023-04-23;2;HI;97.52
2023-04-23;3;BG;95.02
2023-04-23;3;HI;95.02
2023-04-23;4;HI;89.44
2023-04-23;5;HI;86.67
2023-04-23;6;RE;76.61
2023-04-23;7;RE;75.1
2023-04-23;8;RE;65.0
2023-04-23;9;BG;50.0
2023-04-23;9;II;50.0
2023-04-23;10;RE;6.1
2023-04-23;11;HI;0.0
2023-04-23;11;NU;0.0
2023-04-23;11;RE;0.0
2023-04-23;12;HI;0.0
2023-04-23;12;NU;0.0
2023-04-23;12;RE;0.0
2023-04-23;13;RE;1.5
2023-04-23;14;RE;1.5
2023-04-23;15;HI;0.0
2023-04-23;15;NU;0.0
2023-04-23;15;RE;0.0
2023-04-23;16;HI;0.0
2023-04-23;16;NU;0.0
2023-04-23;16;RE;0.0
2023-04-23;17;HI;0.0
2023-04-23;17;NU;0.0
2023-04-23;17;RE;0.0
2023-04-23;18;HI;0.0
2023-04-23;18;NU;0.0
2023-04-23;18;RE;0.0
2023-04-23;19;HI;0.0
2023-04-23;19;NU;0.0
2023-04-23;19;RE;0.0
2023-04-23;20;RE;3.23
2023-04-23;21;RE;88.0
2023-04-23;22;BG;125.02
2023-04-23;23;HI;120.0
2023-04-23;23;RE;120.0
2023-04-23;24;HI;109.84
2023-04-24;1;BG;90.0
2023-04-24;1;HI;90.0
2023-04-24;1;RE;90.0
2023-04-24;2;TCC;91.8
2023-04-24;3;TCC;91.82
2023-04-24;4;TCC;93.4
2023-04-24;5;HI;100.88
2023-04-24;6;BG;105.0
2023-04-24;6;HI;105.0
2023-04-24;7;TCC;115.46
2023-04-24;8;BG;133.8
2023-04-24;9;HI;135.0
2023-04-24;10;HI;126.92
2023-04-24;11;TCC;91.76
2023-04-24;12;RE;75.97
2023-04-24;13;RE;65.89
2023-04-24;14;BG;60.11
2023-04-24;14;RE;60.11
2023-04-24;15;HI;58.21
2023-04-24;16;HI;25.0
2023-04-24;17;HI;25.0
2023-04-24;18;HI;49.81
2023-04-24;19;BG;64.61
2023-04-24;19;RE;64.61
2023-04-24;20;TCC;87.71
2023-04-24;21;HI;135.97
2023-04-24;22;BG;136.55
2023-04-24;23;HI;130.0
2023-04-24;24;HI;119.15
2023-04-25;1;HI;127.39
2023-04-25;2;HI;123.56
2023-04-25;3;BG;110.0
2023-04-25;3;HI;110.0
2023-04-25;4;TCC;96.03
2023-04-25;5;TCC;91.75
2023-04-25;6;TCC;97.35
2023-04-25;7;BG;121.6
2023-04-25;8;HI;134.1
2023-04-25;9;BG;130.18
2023-04-25;10;BG;95.0
2023-04-25;11;RE;79.81
2023-04-25;12;RE;67.51
2023-04-25;13;RE;60.21
2023-04-25;14;RE;60.01
2023-04-25;15;RE;49.95
2023-04-25;16;RE;20.1
2023-04-25;17;RE;20.0
2023-04-25;18;HI;25.0
2023-04-25;19;RE;59.11
2023-04-25;20;TCC;81.1
2023-04-25;21;HI;133.95
2023-04-25;22;HI;141.54
2023-04-25;23;HI;137.53
2023-04-25;24;HI;120.0
2023-04-25;24;RE;120.0
2023-04-26;1;HI;106.79
2023-04-26;2;RE;99.91
2023-04-26;3;RE;94.58
2023-04-26;4;TCC;93.98
2023-04-26;5;TCC;93.33
2023-04-26;6;TCC;101.9
2023-04-26;7;TCC;125.16
2023-04-26;8;HI;139.91
2023-04-26;9;HI;141.53
2023-04-26;10;HI;126.0
2023-04-26;11;TCC;117.81
2023-04-26;12;RE;107.0
2023-04-26;13;TCC;94.99
2023-04-26;14;TCC;91.79
2023-04-26;15;TCC;87.04
2023-04-26;16;TCC;80.95
2023-04-26;17;TCC;79.47
2023-04-26;18;TCC;83.0
2023-04-26;19;TCC;87.04
2023-04-26;20;HI;122.01
2023-04-26;21;HI;135.29
2023-04-26;22;HI;146.12
2023-04-26;23;HI;133.54
2023-04-26;24;BG;120.48
2023-04-27;1;BG;113.69
2023-04-27;2;BG;113.69
2023-04-27;3;BG;105.0
2023-04-27;4;BG;100.0
2023-04-27;4;HI;100.0
2023-04-27;4;RE;100.0
2023-04-27;4;TCC;100.0
2023-04-27;5;BG;105.0
2023-04-27;6;HI;106.8
2023-04-27;7;HI;123.39
2023-04-27;8;RE;142.58
2023-04-27;9;TCC;135.41
2023-04-27;10;BG;113.18
2023-04-27;11;TCC;96.99
2023-04-27;12;RE;92.5
2023-04-27;13;TCC;94.0
2023-04-27;14;RE;91.0
2023-04-27;14;TCC;91.0
2023-04-27;15;TCC;88.74
2023-04-27;16;TCC;86.48
2023-04-27;17;TCC;86.48
2023-04-27;18;TCC;91.12
2023-04-27;19;RE;99.99
2023-04-27;20;TCC;117.35
2023-04-27;21;HI;129.8
2023-04-27;21;TCC;129.8
2023-04-27;22;RE;138.01
2023-04-27;23;HI;126.0
2023-04-27;23;TCC;126.0
2023-04-27;24;HI;120.0
2023-04-28;1;HI;120.0
2023-04-28;2;BG;115.27
2023-04-28;3;RE;98.7
2023-04-28;4;BG;113.69
2023-04-28;5;RE;92.0
2023-04-28;6;TCC;98.19
2023-04-28;7;HI;110.0
2023-04-28;8;HI;123.74
2023-04-28;9;BG;126.38
2023-04-28;10;HI;120.0
2023-04-28;11;HI;112.81
2023-04-28;12;HI;105.83
2023-04-28;13;HI;101.72
2023-04-28;14;RE;92.78
2023-04-28;15;RE;86.65
2023-04-28;16;RE;80.0
2023-04-28;17;TCC;81.1
2023-04-28;18;TCC;91.63
2023-04-28;19;HI;112.0
2023-04-28;20;RE;118.0
2023-04-28;21;HI;126.0
2023-04-28;21;TCC;126.0
2023-04-28;22;HI;126.93
2023-04-28;23;HI;120.0
2023-04-28;24;TCC;116.02
2023-04-29;1;HI;115.59
2023-04-29;2;HI;110.25
2023-04-29;3;HI;106.1
2023-04-29;4;BG;105.0
2023-04-29;4;HI;105.0
2023-04-29;5;HI;101.24
2023-04-29;6;HI;102.75
2023-04-29;7;HI;103.24
2023-04-29;8;HI;109.4
2023-04-29;9;TCC;115.64
2023-04-29;10;HI;106.61
2023-04-29;11;TCC;103.58
2023-04-29;12;HI;92.87
2023-04-29;13;RE;75.41
2023-04-29;14;RE;69.01
2023-04-29;15;RE;43.21
2023-04-29;16;RE;6.0
2023-04-29;17;RE;4.16
2023-04-29;18;RE;4.16
2023-04-29;19;RE;10.0
2023-04-29;20;HI;58.09
2023-04-29;21;BG;114.34
2023-04-29;22;HI;120.0
2023-04-29;22;RE;120.0
2023-04-29;23;TCC;115.57
2023-04-29;24;HI;110.0
2023-04-30;1;HI;99.28
2023-04-30;2;RE;91.09
2023-04-30;3;RE;88.38
2023-04-30;4;RE;85.49
2023-04-30;5;RE;74.93
2023-04-30;6;BG;75.07
2023-04-30;7;RE;84.62
2023-04-30;8;RE;82.0
2023-04-30;9;BG;75.0
2023-04-30;9;RE;75.0
2023-04-30;10;RE;50.0
2023-04-30;11;RE;27.7
2023-04-30;12;RE;30.96
2023-04-30;13;RE;45.07
2023-04-30;14;RE;23.67
2023-04-30;15;RE;14.66
2023-04-30;16;RE;1.5
2023-04-30;17;RE;14.0
2023-04-30;18;RE;20.0
2023-04-30;19;RE;43.37
2023-04-30;20;RE;74.67
2023-04-30;21;BG;111.44
2023-04-30;22;HI;122.2
2023-04-30;23;HI;117.12
2023-04-30;24;BG;108.71
2023-05-01;1;HI;109.9
2023-05-01;2;HI;99.9
2023-05-01;3;HI;95.49
2023-05-01;4;TCC;90.59
2023-05-01;5;TCC;87.4
2023-05-01;6;TCC;88.0
2023-05-01;7;RE;87.38
2023-05-01;8;RE;89.56
2023-05-01;9;TCC;84.26
2023-05-01;10;RE;49.81
2023-05-01;11;TCC;31.0
2023-05-01;12;RE;1.6
2023-05-01;13;RE;1.5
2023-05-01;14;RE;1.5
2023-05-01;15;RE;1.5
2023-05-01;16;HI;0.0
2023-05-01;16;NU;0.0
2023-05-01;16;RE;0.0
2023-05-01;17;HI;0.0
2023-05-01;17;NU;0.0
2023-05-01;17;RE;0.0
2023-05-01;18;RE;0.57
2023-05-01;19;RE;4.16
2023-05-01;20;RE;67.0
2023-05-01;21;HI;117.06
2023-05-01;22;HI;122.57
2023-05-01;23;HI;122.57
2023-05-01;24;HI;119.0
2023-05-02;1;HI;111.34
2023-05-02;2;TCC;90.3
2023-05-02;3;TCC;90.3
2023-05-02;4;TCC;90.0
2023-05-02;5;TCC;90.3
2023-05-02;6;HI;110.48
2023-05-02;7;HI;115.0
2023-05-02;8;HI;127.69
2023-05-02;9;HI;135.43
2023-05-02;10;BG;119.34
2023-05-02;11;TCC;115.21
2023-05-02;12;HI;108.96
2023-05-02;13;HI;98.46
2023-05-02;14;HI;92.76
2023-05-02;15;TCC;86.32
2023-05-02;16;RE;81.97
2023-05-02;17;TCC;87.2
2023-05-02;18;HI;94.43
2023-05-02;19;HI;98.89
2023-05-02;20;HI;124.99
2023-05-02;21;HI;142.86
2023-05-02;22;HI;148.16
2023-05-02;23;HI;125.0
2023-05-02;24;HI;116.13
2023-05-03;1;TCC;116.2
2023-05-03;2;HI;102.63
2023-05-03;3;RE;100.97
2023-05-03;4;TCC;97.8
2023-05-03;5;TCC;85.55
2023-05-03;6;TCC;91.38
2023-05-03;7;HI;102.0
2023-05-03;8;HI;121.2
2023-05-03;8;RE;121.2
2023-05-03;9;BG;119.34
2023-05-03;10;HI;110.1
2023-05-03;11;TCC;82.1
2023-05-03;12;RE;77.61
2023-05-03;13;RE;65.99
2023-05-03;14;RE;49.95
2023-05-03;15;HI;38.01
2023-05-03;16;TCC;30.0
2023-05-03;17;HI;25.0
2023-05-03;18;RE;40.0
2023-05-03;19;RE;45.41
2023-05-03;20;RE;80.01
2023-05-03;21;HI;117.84
2023-05-03;22;HI;122.99
2023-05-03;23;BG;115.69
2023-05-03;24;TCC;85.49
2023-05-04;1;TCC;86.0
2023-05-04;2;HI;79.61
2023-05-04;3;HI;79.81
2023-05-04;4;HI;79.61
2023-05-04;5;RE;80.01
2023-05-04;6;TCC;82.2
2023-05-04;7;TCC;100.68
2023-05-04;8;HI;115.09
2023-05-04;9;BG;119.9
2023-05-04;10;HI;104.42
2023-05-04;11;BG;90.0
2023-05-04;12;HI;79.6
2023-05-04;13;RE;71.07
2023-05-04;14;RE;62.27
2023-05-04;15;RE;59.79
2023-05-04;16;HI;65.14
2023-05-04;17;RE;69.22
2023-05-04;18;RE;75.73
2023-05-04;19;TCC;80.61
2023-05-04;20;RE;108.0
2023-05-04;21;BG;115.52
2023-05-04;22;BG;128.58
2023-05-04;23;BG;121.63
2023-05-04;24;HI;115.09
2023-05-05;1;HI;110.39
2023-05-05;2;HI;104.09
2023-05-05;3;TCC;101.38
2023-05-05;4;TCC;101.38
2023-05-05;5;TCC;94.0
2023-05-05;6;TCC;101.38
2023-05-05;7;TCC;110.9
2023-05-05;8;HI;114.87
2023-05-05;9;TCC;112.58
2023-05-05;10;HI;102.61
2023-05-05;11;RE;95.89
2023-05-05;12;RE;91.03
2023-05-05;13;TCC;84.99
2023-05-05;14;RE;82.0
2023-05-05;14;TCC;82.0
2023-05-05;15;TCC;78.9
2023-05-05;16;HI;80.0
2023-05-05;17;RE;75.43
2023-05-05;18;RE;82.0
2023-05-05;18;TCC;82.0
2023-05-05;19;TCC;101.38
2023-05-05;20;BG;111.05
2023-05-05;21;HI;130.0
2023-05-05;22;HI;127.05
2023-05-05;23;BG;115.56
2023-05-05;24;TCC;110.9
2023-05-06;1;HI;118.71
2023-05-06;2;HI;116.0
2023-05-06;3;HI;107.98
2023-05-06;4;BG;100.0
2023-05-06;5;BG;100.7
2023-05-06;6;HI;107.98
2023-05-06;7;BG;110.0
2023-05-06;7;HI;110.0
2023-05-06;8;TCC;108.95
2023-05-06;9;TCC;95.13
2023-05-06;10;RE;93.28
2023-05-06;11;TCC;82.53
2023-05-06;12;RE;74.42
2023-05-06;13;RE;71.61
2023-05-06;14;RE;55.8
2023-05-06;15;RE;50.0
2023-05-06;16;RE;63.16
2023-05-06;17;RE;50.0
2023-05-06;18;RE;58.0
2023-05-06;19;RE;72.01
2023-05-06;20;HI;102.19
2023-05-06;21;HI;112.07
2023-05-06;22;HI;118.77
2023-05-06;23;BG;115.0
2023-05-06;23;HI;115.0
2023-05-06;23;RE;115.0
2023-05-06;24;TCC;109.94
2023-05-07;1;HI;106.78
2023-05-07;2;BG;95.02
2023-05-07;3;HI;90.0
2023-05-07;4;TCC;84.3
2023-05-07;5;TCC;83.71
2023-05-07;6;TCC;84.86
2023-05-07;7;TCC;85.08
2023-05-07;8;TCC;82.48
2023-05-07;9;RE;77.51
2023-05-07;10;RE;57.01
2023-05-07;11;TCC;30.0
2023-05-07;12;HI;25.0
2023-05-07;13;HI;25.0
2023-05-07;14;HI;25.0
2023-05-07;15;HI;25.0
2023-05-07;15;RE;25.0
2023-05-07;16;RE;10.1
2023-05-07;17;RE;4.17
2023-05-07;18;RE;5.0
2023-05-07;19;RE;20.0
2023-05-07;20;RE;74.99
2023-05-07;21;HI;107.43
2023-05-07;22;HI;111.0
2023-05-07;23;HI;115.5
2023-05-07;24;BG;100.0
2023-05-07;24;RE;100.0
2023-05-08;1;TCC;107.0
2023-05-08;2;BG;88.58
2023-05-08;3;BG;87.23
2023-05-08;4;TCC;84.01
2023-05-08;5;TCC;84.16
2023-05-08;6;TCC;103.64
2023-05-08;7;BG;117.09
2023-05-08;8;HI;120.0
2023-05-08;8;RE;120.0
2023-05-08;9;BG;115.0
2023-05-08;9;HI;115.0
2023-05-08;9;RE;115.0
2023-05-08;10;BG;100.01
2023-05-08;10;RE;100.01
2023-05-08;11;RE;92.04
2023-05-08;12;TCC;83.49
2023-05-08;13;TCC;83.0
2023-05-08;14;RE;83.71
2023-05-08;15;RE;77.99
2023-05-08;16;RE;78.0
2023-05-08;17;TCC;78.91
2023-05-08;18;TCC;82.51
2023-05-08;19;TCC;83.69
2023-05-08;20;TCC;110.68
2023-05-08;21;HI;122.76
2023-05-08;22;RE;126.14
2023-05-08;23;HI;120.0
2023-05-08;23;RE;120.0
2023-05-08;24;TCC;110.68
2023-05-09;1;TCC;105.59
2023-05-09;2;HI;97.76
2023-05-09;3;BG;95.0
2023-05-09;4;TCC;96.09
2023-05-09;5;TCC;94.0
2023-05-09;6;HI;105.0
2023-05-09;7;TCC;111.58
2023-05-09;8;TCC;121.0
2023-05-09;9;BG;117.88
2023-05-09;10;HI;107.54
2023-05-09;11;HI;99.76
2023-05-09;12;TCC;105.59
2023-05-09;13;TCC;103.18
2023-05-09;14;RE;77.99
2023-05-09;15;RE;71.41
2023-05-09;16;RE;45.0
2023-05-09;17;RE;35.0
2023-05-09;18;RE;35.0
2023-05-09;19;RE;43.71
2023-05-09;20;RE;72.01
2023-05-09;21;HI;101.91
2023-05-09;22;TCC;110.99
2023-05-09;23;TCC;104.67
2023-05-09;24;RE;89.93
2023-05-10;1;BG;95.0
2023-05-10;2;HI;90.09
2023-05-10;3;RE;88.38
2023-05-10;4;RE;86.19
2023-05-10;5;RE;81.77
2023-05-10;6;TCC;81.01
2023-05-10;7;RE;88.8
2023-05-10;8;TCC;104.28
2023-05-10;9;HI;105.0
2023-05-10;10;RE;84.0
2023-05-10;11;RE;70.42
2023-05-10;12;RE;69.61
2023-05-10;13;RE;69.16
2023-05-10;14;RE;68.91
2023-05-10;15;HI;60.0
2023-05-10;16;RE;45.21
2023-05-10;17;RE;45.1
2023-05-10;18;RE;49.0
2023-05-10;19;RE;68.0
2023-05-10;20;HI;77.62
2023-05-10;21;BG;105.46
2023-05-10;22;HI;129.0
2023-05-10;23;HI;115.32
2023-05-10;24;BG;109.11
2023-05-11;1;HI;100.0
2023-05-11;2;HI;96.94
2023-05-11;3;BG;96.0
2023-05-11;4;TCC;84.17
2023-05-11;5;TCC;82.0
2023-05-11;6;TCC;88.51
2023-05-11;7;HI;97.76
2023-05-11;8;TCC;109.93
2023-05-11;9;HI;103.95
2023-05-11;10;RE;89.0
2023-05-11;11;RE;70.0
2023-05-11;12;RE;65.62
2023-05-11;13;RE;65.01
2023-05-11;14;RE;64.81
2023-05-11;15;RE;64.16
2023-05-11;16;RE;50.01
2023-05-11;17;RE;45.21
2023-05-11;18;RE;45.31
2023-05-11;19;RE;45.31
2023-05-11;20;RE;69.57
2023-05-11;21;HI;100.3
2023-05-11;22;BG;112.37
2023-05-11;23;BG;113.95
2023-05-11;24;BG;101.66
2023-05-12;1;HI;98.53
2023-05-12;2;HI;90.55
2023-05-12;3;TCC;89.84
2023-05-12;4;TCC;90.0
2023-05-12;5;HI;90.42
2023-05-12;6;BG;95.47
2023-05-12;7;HI;101.63
2023-05-12;8;HI;115.47
2023-05-12;9;TCC;103.04
2023-05-12;10;BG;93.09
2023-05-12;11;RE;72.0
2023-05-12;12;RE;61.01
2023-05-12;13;RE;60.61
2023-05-12;14;RE;60.16
2023-05-12;15;RE;44.99
2023-05-12;16;TCC;31.0
2023-05-12;17;RE;7.62
2023-05-12;18;RE;14.0
2023-05-12;19;RE;20.0
2023-05-12;20;RE;60.41
2023-05-12;21;TCC;89.84
2023-05-12;22;HI;96.8
2023-05-12;22;RE;96.8
2023-05-12;23;HI;99.81
2023-05-12;24;HI;93.0
2023-05-12;24;RE;93.0
2023-05-13;1;TCC;87.82
2023-05-13;2;BG;85.44
2023-05-13;3;BG;87.16
2023-05-13;4;HI;78.1
2023-05-13;5;RE;76.0
2023-05-13;6;HI;77.7
2023-05-13;7;HI;79.03
2023-05-13;8;HI;83.01
2023-05-13;9;RE;63.6
2023-05-13;10;RE;35.75
2023-05-13;11;RE;10.0
2023-05-13;12;RE;5.0
2023-05-13;13;RE;5.0
2023-05-13;14;RE;5.0
2023-05-13;15;RE;4.17
2023-05-13;16;RE;3.0
2023-05-13;17;RE;2.91
2023-05-13;18;RE;4.16
2023-05-13;19;RE;10.0
2023-05-13;20;RE;44.99
2023-05-13;21;BG;83.0
2023-05-13;22;HI;101.11
2023-05-13;23;HI;100.2
2023-05-13;24;HI;94.81
2023-05-14;1;BG;77.95
2023-05-14;2;HI;70.12
2023-05-14;3;RE;60.8
